group,candidates,accepted,pass_feature,pass_memorization_floor,pass_ood_ceiling,pass_amplitude,fail_feature_only_or_combined,fail_memorization_floor,fail_ood_ceiling,fail_amplitude,feature_z_median,nearest_real_median
age0_stage0,60,21,21,60,60,60,39,0,0,0,5.652942419052124,0.0313137229532003
age0_stage1,60,60,60,60,60,60,0,0,0,0,4.708115339279175,0.042463753372430746
age0_stage2,60,55,55,60,60,60,5,0,0,0,1.8780514001846313,0.0287248361855745
age1_stage0,60,24,24,60,60,60,36,0,0,0,5.9418840408325195,0.026739500463008797
age1_stage1,60,60,60,60,60,60,0,0,0,0,4.462570428848267,0.034729177132248795
age1_stage2,60,54,54,60,60,60,6,0,0,0,2.7992576360702515,0.02538781799376005
