group,n_real,n_synthetic,feature_smd_mean,feature_smd_max,feature_range_coverage,real_real_nn_median,synthetic_real_nn_median,nn_ratio,mmd2,mmd_sigma
overall,122,274,0.7836547213151221,1.8641319802166518,0.885036496350365,0.033252927178332066,0.03092283957963532,0.9299283462715711,0.2557653136391971,6.8166042379489715
age0_stage0,38,21,0.47452518544616296,3.4662594945126894,0.7936507936507936,0.012213882984864892,0.029436121182346748,2.410054297951207,0.07702163184168165,1.7399306217281572
age0_stage1,2,60,0.8088294848953097,7.702580403846999,0.1865740740740741,0.7823752850648037,0.04246375426207529,0.05427542903346959,0.004368001471090732,6.997777285282718
age0_stage2,25,55,0.2250789133456883,1.7178979251593773,0.8626262626262626,0.04883690298801699,0.02873814019978284,0.5884513235172644,0.005138602724231278,4.840575252870918
age1_stage0,38,24,0.514395153625042,3.5247133525675456,0.8715277777777778,0.02434442861564407,0.027341712826911606,1.12311992442252,0.07334372010680412,2.4971883989874515
age1_stage1,2,60,0.5248592946142525,3.6068695316789667,0.20416666666666666,0.7309945367844218,0.034729177498424885,0.047509489812598824,0.009645025739363655,6.53821390172376
age1_stage2,17,54,0.24830786547505307,2.3769336314584666,0.8544238683127572,0.050319945529243,0.02596648480398607,0.5160276810891194,0.008954851672370534,3.802154716664803
