heldout,validation,train_experiments,model,representation,n_train,n_test,mae_s,rmse_s,medae_s,r2,bias_s
TS0330A,TS0330B,TS0330C+TS0330D+TS0330E+TS0330F+TS0330G+TS0330H,rf,fusion_absolute,201,41,41.31872990790956,47.86402240054921,42.64411328867817,0.8363596685456945,25.56310650436102
TS0330B,TS0330C,TS0330A+TS0330D+TS0330E+TS0330F+TS0330G+TS0330H,rf,fusion_absolute,209,38,56.5654063395375,58.97470036835562,58.255627175908586,0.710767959788996,-56.5654063395375
TS0330C,TS0330D,TS0330A+TS0330B+TS0330E+TS0330F+TS0330G+TS0330H,rf,fusion_absolute,215,33,54.28073181272609,57.970486825994485,53.494943791914864,0.6293480871864559,-54.28073181272609
TS0330D,TS0330E,TS0330A+TS0330B+TS0330C+TS0330F+TS0330G+TS0330H,rf,fusion_absolute,209,32,17.208279817741783,23.28158735420004,12.614128517668433,0.936418497392229,-12.153267650319025
TS0330E,TS0330F,TS0330A+TS0330B+TS0330C+TS0330D+TS0330G+TS0330H,rf,fusion_absolute,208,39,49.025501642383524,56.70679190760712,50.084496064995676,0.7461320856484744,48.928869724333225
TS0330F,TS0330G,TS0330A+TS0330B+TS0330C+TS0330D+TS0330E+TS0330H,rf,fusion_absolute,216,33,15.152986567335997,18.48153962402746,12.219240551753956,0.9623271352711952,-4.828449509336795
TS0330G,TS0330H,TS0330A+TS0330B+TS0330C+TS0330D+TS0330E+TS0330F,rf,fusion_absolute,216,31,26.944879183040587,29.374926248073393,23.849338956397617,0.8921392134900311,1.5065778382750628
TS0330H,TS0330A,TS0330B+TS0330C+TS0330D+TS0330E+TS0330F+TS0330G,rf,fusion_absolute,206,33,62.90000734154433,64.08940550361154,62.14692206044742,0.546972217153711,62.90000734154433
