group,n_real,n_synthetic,feature_smd_mean,feature_smd_max,feature_range_coverage,real_real_nn_median,synthetic_real_nn_median,nn_ratio,mmd2,mmd_sigma
overall,174,4,0.6472853538765635,1.2615532181841074,0.7833333333333333,0.0246390743993405,0.29823686534100846,12.104223580289656,0.1758646038605779,4.267020265728377
age0_stage0,20,0,,,,,,,,
age0_stage1,2,0,,,,,,,,
age0_stage2,77,0,,,,,,,,
age1_stage0,45,1,0.5594337904965389,2.761877384920688,0.8666666666666667,0.022697137764634525,0.024389626014532553,1.0745683560389352,,
age1_stage1,5,1,5.59045948407761,36.46665978431701,0.13333333333333333,0.7794679436938291,1.234726809644619,1.584063616257724,,
age1_stage2,25,2,0.3872843751900897,0.9342832620997904,0.8333333333333334,0.05068410744333435,0.29823686534100846,5.884228417644369,0.40027723694287287,2.5577970989829146
