heldout,k_real_train_experiments,combo_id,train_experiments,representation,n_train_windows,n_test_windows,train_positive,test_positive,auroc,auprc,f1,balanced_accuracy
TS0330B,4,9,TS0330A+TS0330C+TS0330G+TS0330H,temperature,138,41,36,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,9,TS0330A+TS0330C+TS0330G+TS0330H,pressure_absolute,138,41,36,8,0.8333333333333333,0.7231274472653783,0.5882352941176471,0.7518939393939394
TS0330B,4,9,TS0330A+TS0330C+TS0330G+TS0330H,pressure_shape,138,41,36,8,0.42803030303030304,0.1904607460800412,0.24242424242424243,0.4318181818181818
TS0330B,4,9,TS0330A+TS0330C+TS0330G+TS0330H,fusion_absolute,138,41,36,8,1.0,1.0,0.64,0.8636363636363636
TS0330B,4,9,TS0330A+TS0330C+TS0330G+TS0330H,fusion_shape,138,41,36,8,0.9848484848484849,0.9583333333333333,0.64,0.8636363636363636
TS0330B,4,10,TS0330A+TS0330D+TS0330E+TS0330F,temperature,145,41,45,8,1.0,1.0,0.64,0.8636363636363636
TS0330B,4,10,TS0330A+TS0330D+TS0330E+TS0330F,pressure_absolute,145,41,45,8,0.7424242424242424,0.34674873737373735,0.375,0.6117424242424243
TS0330B,4,10,TS0330A+TS0330D+TS0330E+TS0330F,pressure_shape,145,41,45,8,0.19318181818181818,0.13538857539364907,0.21052631578947367,0.3560606060606061
TS0330B,4,10,TS0330A+TS0330D+TS0330E+TS0330F,fusion_absolute,145,41,45,8,1.0,1.0,0.5517241379310345,0.803030303030303
TS0330B,4,10,TS0330A+TS0330D+TS0330E+TS0330F,fusion_shape,145,41,45,8,0.8863636363636364,0.5480429292929292,0.5333333333333333,0.7878787878787878
TS0330B,4,11,TS0330A+TS0330D+TS0330E+TS0330G,temperature,143,41,41,8,1.0,1.0,0.64,0.8636363636363636
TS0330B,4,11,TS0330A+TS0330D+TS0330E+TS0330G,pressure_absolute,143,41,41,8,0.7803030303030303,0.3963932223607146,0.47058823529411764,0.6742424242424243
TS0330B,4,11,TS0330A+TS0330D+TS0330E+TS0330G,pressure_shape,143,41,41,8,0.38257575757575757,0.17004138577280992,0.3125,0.5246212121212122
TS0330B,4,11,TS0330A+TS0330D+TS0330E+TS0330G,fusion_absolute,143,41,41,8,1.0,1.0,0.5714285714285714,0.8181818181818181
TS0330B,4,11,TS0330A+TS0330D+TS0330E+TS0330G,fusion_shape,143,41,41,8,0.9772727272727273,0.908531746031746,0.5714285714285714,0.8181818181818181
TS0330B,4,12,TS0330A+TS0330D+TS0330E+TS0330H,temperature,145,41,49,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,12,TS0330A+TS0330D+TS0330E+TS0330H,pressure_absolute,145,41,49,8,0.7121212121212122,0.31578463203463203,0.0,0.4393939393939394
TS0330B,4,12,TS0330A+TS0330D+TS0330E+TS0330H,pressure_shape,145,41,49,8,0.19318181818181818,0.1344367909581025,0.11764705882352941,0.26136363636363635
TS0330B,4,12,TS0330A+TS0330D+TS0330E+TS0330H,fusion_absolute,145,41,49,8,1.0,1.0,0.5517241379310345,0.803030303030303
TS0330B,4,12,TS0330A+TS0330D+TS0330E+TS0330H,fusion_shape,145,41,49,8,0.7954545454545455,0.37964050751879697,0.5161290322580645,0.7727272727272727
TS0330B,4,13,TS0330A+TS0330D+TS0330F+TS0330G,temperature,137,41,36,8,1.0,1.0,0.6153846153846154,0.8484848484848485
TS0330B,4,13,TS0330A+TS0330D+TS0330F+TS0330G,pressure_absolute,137,41,36,8,0.7689393939393939,0.36125374990506565,0.4444444444444444,0.6590909090909092
TS0330B,4,13,TS0330A+TS0330D+TS0330F+TS0330G,pressure_shape,137,41,36,8,0.553030303030303,0.21666044481833957,0.45714285714285713,0.7121212121212122
TS0330B,4,13,TS0330A+TS0330D+TS0330F+TS0330G,fusion_absolute,137,41,36,8,1.0,1.0,0.5714285714285714,0.8181818181818181
TS0330B,4,13,TS0330A+TS0330D+TS0330F+TS0330G,fusion_shape,137,41,36,8,0.9696969696969697,0.874440836940837,0.5714285714285714,0.8181818181818181
TS0330B,4,14,TS0330A+TS0330D+TS0330F+TS0330H,temperature,139,41,44,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,14,TS0330A+TS0330D+TS0330F+TS0330H,pressure_absolute,139,41,44,8,0.7083333333333334,0.3027853725222146,0.0,0.42424242424242425
TS0330B,4,14,TS0330A+TS0330D+TS0330F+TS0330H,pressure_shape,139,41,44,8,0.3371212121212121,0.15912085821849867,0.2857142857142857,0.47916666666666663
TS0330B,4,14,TS0330A+TS0330D+TS0330F+TS0330H,fusion_absolute,139,41,44,8,0.928030303030303,0.7788690476190476,0.5333333333333333,0.7878787878787878
TS0330B,4,14,TS0330A+TS0330D+TS0330F+TS0330H,fusion_shape,139,41,44,8,0.8409090909090909,0.4374729437229437,0.5333333333333333,0.7878787878787878
TS0330B,4,15,TS0330A+TS0330D+TS0330G+TS0330H,temperature,137,41,40,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,15,TS0330A+TS0330D+TS0330G+TS0330H,pressure_absolute,137,41,40,8,0.7537878787878787,0.3469939155365357,0.375,0.6117424242424243
TS0330B,4,15,TS0330A+TS0330D+TS0330G+TS0330H,pressure_shape,137,41,40,8,0.4166666666666667,0.17619803603259487,0.25,0.44696969696969696
TS0330B,4,15,TS0330A+TS0330D+TS0330G+TS0330H,fusion_absolute,137,41,40,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,15,TS0330A+TS0330D+TS0330G+TS0330H,fusion_shape,137,41,40,8,0.9128787878787878,0.6449862637362638,0.5714285714285714,0.8181818181818181
TS0330B,4,16,TS0330A+TS0330E+TS0330F+TS0330G,temperature,144,41,45,8,1.0,1.0,0.6153846153846154,0.8484848484848485
TS0330B,4,16,TS0330A+TS0330E+TS0330F+TS0330G,pressure_absolute,144,41,45,8,0.7878787878787878,0.4341964285714286,0.47058823529411764,0.6742424242424243
TS0330B,4,16,TS0330A+TS0330E+TS0330F+TS0330G,pressure_shape,144,41,45,8,0.36363636363636365,0.16649904274851218,0.30303030303030304,0.509469696969697
TS0330B,4,16,TS0330A+TS0330E+TS0330F+TS0330G,fusion_absolute,144,41,45,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,16,TS0330A+TS0330E+TS0330F+TS0330G,fusion_shape,144,41,45,8,0.9962121212121212,0.9861111111111112,0.5714285714285714,0.8181818181818181
TS0330B,4,17,TS0330A+TS0330E+TS0330F+TS0330H,temperature,146,41,53,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,17,TS0330A+TS0330E+TS0330F+TS0330H,pressure_absolute,146,41,53,8,0.696969696969697,0.32351281069422,0.0,0.4393939393939394
TS0330B,4,17,TS0330A+TS0330E+TS0330F+TS0330H,pressure_shape,146,41,53,8,0.13257575757575757,0.12753792897736868,0.10810810810810811,0.2159090909090909
TS0330B,4,17,TS0330A+TS0330E+TS0330F+TS0330H,fusion_absolute,146,41,53,8,1.0,1.0,0.5517241379310345,0.803030303030303
TS0330B,4,17,TS0330A+TS0330E+TS0330F+TS0330H,fusion_shape,146,41,53,8,0.8825757575757576,0.5026445776445776,0.5161290322580645,0.7727272727272727
TS0330B,4,18,TS0330A+TS0330E+TS0330G+TS0330H,temperature,144,41,49,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,18,TS0330A+TS0330E+TS0330G+TS0330H,pressure_absolute,144,41,49,8,0.7916666666666667,0.7330745235157,0.7692307692307693,0.8125
TS0330B,4,18,TS0330A+TS0330E+TS0330G+TS0330H,pressure_shape,144,41,49,8,0.2689393939393939,0.14714077586139407,0.2222222222222222,0.38636363636363635
TS0330B,4,18,TS0330A+TS0330E+TS0330G+TS0330H,fusion_absolute,144,41,49,8,1.0,1.0,0.64,0.8636363636363636
TS0330B,4,18,TS0330A+TS0330E+TS0330G+TS0330H,fusion_shape,144,41,49,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,19,TS0330A+TS0330F+TS0330G+TS0330H,temperature,138,41,44,8,1.0,1.0,0.5714285714285714,0.8181818181818181
TS0330B,4,19,TS0330A+TS0330F+TS0330G+TS0330H,pressure_absolute,138,41,44,8,0.7916666666666667,0.4363782051282051,0.47058823529411764,0.6742424242424243
TS0330B,4,19,TS0330A+TS0330F+TS0330G+TS0330H,pressure_shape,138,41,44,8,0.4621212121212121,0.188400680425369,0.35294117647058826,0.571969696969697
TS0330B,4,19,TS0330A+TS0330F+TS0330G+TS0330H,fusion_absolute,138,41,44,8,1.0,1.0,0.6153846153846154,0.8484848484848485
TS0330B,4,19,TS0330A+TS0330F+TS0330G+TS0330H,fusion_shape,138,41,44,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,20,TS0330C+TS0330D+TS0330E+TS0330F,temperature,137,41,37,8,1.0,1.0,0.64,0.8636363636363636
TS0330B,4,20,TS0330C+TS0330D+TS0330E+TS0330F,pressure_absolute,137,41,37,8,0.8143939393939394,0.41587076118326116,0.0,0.48484848484848486
TS0330B,4,20,TS0330C+TS0330D+TS0330E+TS0330F,pressure_shape,137,41,37,8,0.1136363636363636,0.12451352818520606,0.14634146341463414,0.23295454545454547
TS0330B,4,20,TS0330C+TS0330D+TS0330E+TS0330F,fusion_absolute,137,41,37,8,1.0,1.0,0.0,0.5
TS0330B,4,20,TS0330C+TS0330D+TS0330E+TS0330F,fusion_shape,137,41,37,8,0.9659090909090909,0.8552579365079365,0.6956521739130435,0.8939393939393939
TS0330B,4,21,TS0330C+TS0330D+TS0330E+TS0330G,temperature,135,41,33,8,1.0,1.0,0.6666666666666666,0.8787878787878788
TS0330B,4,21,TS0330C+TS0330D+TS0330E+TS0330G,pressure_absolute,135,41,33,8,0.8787878787878788,0.744327731092437,0.0,0.5
TS0330B,4,21,TS0330C+TS0330D+TS0330E+TS0330G,pressure_shape,135,41,33,8,0.2992424242424242,0.15122090751799966,0.2777777777777778,0.4640151515151515
TS0330B,4,21,TS0330C+TS0330D+TS0330E+TS0330G,fusion_absolute,135,41,33,8,1.0,1.0,0.9411764705882353,0.9848484848484849
TS0330B,4,21,TS0330C+TS0330D+TS0330E+TS0330G,fusion_shape,135,41,33,8,0.9810606060606061,0.9067956349206349,0.5714285714285714,0.8181818181818181
TS0330B,4,22,TS0330C+TS0330D+TS0330E+TS0330H,temperature,137,41,41,8,1.0,1.0,0.6153846153846154,0.8484848484848485
TS0330B,4,22,TS0330C+TS0330D+TS0330E+TS0330H,pressure_absolute,137,41,41,8,0.8333333333333333,0.45357142857142857,0.0,0.5
TS0330B,4,22,TS0330C+TS0330D+TS0330E+TS0330H,pressure_shape,137,41,41,8,0.14015151515151514,0.12717717284864216,0.15384615384615385,0.26325757575757575
TS0330B,4,22,TS0330C+TS0330D+TS0330E+TS0330H,fusion_absolute,137,41,41,8,1.0,1.0,0.0,0.5
TS0330B,4,22,TS0330C+TS0330D+TS0330E+TS0330H,fusion_shape,137,41,41,8,0.9507575757575758,0.8420454545454544,0.6956521739130435,0.8939393939393939
TS0330B,4,23,TS0330C+TS0330D+TS0330F+TS0330G,temperature,129,41,28,8,1.0,1.0,0.64,0.8636363636363636
TS0330B,4,23,TS0330C+TS0330D+TS0330F+TS0330G,pressure_absolute,129,41,28,8,0.8560606060606061,0.49151583710407243,0.0,0.5
TS0330B,4,23,TS0330C+TS0330D+TS0330F+TS0330G,pressure_shape,129,41,28,8,0.7272727272727273,0.3188762150159209,0.4117647058823529,0.6496212121212122
TS0330B,4,23,TS0330C+TS0330D+TS0330F+TS0330G,fusion_absolute,129,41,28,8,1.0,1.0,0.6666666666666666,0.75
TS0330B,4,23,TS0330C+TS0330D+TS0330F+TS0330G,fusion_shape,129,41,28,8,0.9924242424242424,0.9704861111111112,0.8,0.9393939393939394
TS0330B,4,24,TS0330C+TS0330D+TS0330F+TS0330H,temperature,131,41,36,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,24,TS0330C+TS0330D+TS0330F+TS0330H,pressure_absolute,131,41,36,8,0.8257575757575757,0.4074630230880231,0.0,0.5
TS0330B,4,24,TS0330C+TS0330D+TS0330F+TS0330H,pressure_shape,131,41,36,8,0.3143939393939394,0.15634524787468013,0.0,0.25757575757575757
TS0330B,4,24,TS0330C+TS0330D+TS0330F+TS0330H,fusion_absolute,131,41,36,8,1.0,1.0,0.0,0.5
TS0330B,4,24,TS0330C+TS0330D+TS0330F+TS0330H,fusion_shape,131,41,36,8,0.9848484848484849,0.9415178571428571,0.8,0.9393939393939394
TS0330B,4,25,TS0330C+TS0330D+TS0330G+TS0330H,temperature,129,41,32,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,25,TS0330C+TS0330D+TS0330G+TS0330H,pressure_absolute,129,41,32,8,0.9204545454545454,0.817156862745098,0.0,0.5
TS0330B,4,25,TS0330C+TS0330D+TS0330G+TS0330H,pressure_shape,129,41,32,8,0.3560606060606061,0.1616775803888807,0.17647058823529413,0.3390151515151515
TS0330B,4,25,TS0330C+TS0330D+TS0330G+TS0330H,fusion_absolute,129,41,32,8,0.9962121212121212,0.9861111111111112,0.2222222222222222,0.5625
TS0330B,4,25,TS0330C+TS0330D+TS0330G+TS0330H,fusion_shape,129,41,32,8,0.9962121212121212,0.9861111111111112,0.7272727272727273,0.9090909090909092
TS0330B,4,26,TS0330C+TS0330E+TS0330F+TS0330G,temperature,136,41,37,8,1.0,1.0,0.64,0.8636363636363636
TS0330B,4,26,TS0330C+TS0330E+TS0330F+TS0330G,pressure_absolute,136,41,37,8,0.875,0.7439031556678616,0.0,0.5
TS0330B,4,26,TS0330C+TS0330E+TS0330F+TS0330G,pressure_shape,136,41,37,8,0.26515151515151514,0.14549324702060235,0.2631578947368421,0.4337121212121212
TS0330B,4,26,TS0330C+TS0330E+TS0330F+TS0330G,fusion_absolute,136,41,37,8,1.0,1.0,0.9411764705882353,0.9848484848484849
TS0330B,4,26,TS0330C+TS0330E+TS0330F+TS0330G,fusion_shape,136,41,37,8,0.9696969696969697,0.8227678571428572,0.6956521739130435,0.8939393939393939
TS0330B,4,27,TS0330C+TS0330E+TS0330F+TS0330H,temperature,138,41,45,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,27,TS0330C+TS0330E+TS0330F+TS0330H,pressure_absolute,138,41,45,8,0.8181818181818181,0.45180375180375176,0.0,0.5
TS0330B,4,27,TS0330C+TS0330E+TS0330F+TS0330H,pressure_shape,138,41,45,8,0.09848484848484847,0.12282364170429791,0.0975609756097561,0.1553030303030303
TS0330B,4,27,TS0330C+TS0330E+TS0330F+TS0330H,fusion_absolute,138,41,45,8,1.0,1.0,0.0,0.5
TS0330B,4,27,TS0330C+TS0330E+TS0330F+TS0330H,fusion_shape,138,41,45,8,0.9772727272727273,0.9202741702741704,0.7272727272727273,0.9090909090909092
TS0330B,4,28,TS0330C+TS0330E+TS0330G+TS0330H,temperature,136,41,41,8,1.0,1.0,0.6153846153846154,0.8484848484848485
TS0330B,4,28,TS0330C+TS0330E+TS0330G+TS0330H,pressure_absolute,136,41,41,8,0.875,0.7854166666666667,0.0,0.5
TS0330B,4,28,TS0330C+TS0330E+TS0330G+TS0330H,pressure_shape,136,41,41,8,0.21590909090909088,0.13730668259464912,0.1951219512195122,0.3106060606060606
TS0330B,4,28,TS0330C+TS0330E+TS0330G+TS0330H,fusion_absolute,136,41,41,8,0.9962121212121212,0.9861111111111112,0.875,0.9223484848484849
TS0330B,4,28,TS0330C+TS0330E+TS0330G+TS0330H,fusion_shape,136,41,41,8,0.9734848484848484,0.9105519480519481,0.6956521739130435,0.8939393939393939
TS0330B,4,29,TS0330C+TS0330F+TS0330G+TS0330H,temperature,130,41,36,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,29,TS0330C+TS0330F+TS0330G+TS0330H,pressure_absolute,130,41,36,8,0.9242424242424243,0.8254901960784313,0.0,0.5
TS0330B,4,29,TS0330C+TS0330F+TS0330G+TS0330H,pressure_shape,130,41,36,8,0.4696969696969697,0.19039263876220397,0.375,0.6022727272727273
TS0330B,4,29,TS0330C+TS0330F+TS0330G+TS0330H,fusion_absolute,130,41,36,8,0.9962121212121212,0.9861111111111112,0.4,0.625
TS0330B,4,29,TS0330C+TS0330F+TS0330G+TS0330H,fusion_shape,130,41,36,8,0.9924242424242424,0.9704861111111112,0.8,0.9393939393939394
TS0330B,4,30,TS0330D+TS0330E+TS0330F+TS0330G,temperature,135,41,41,8,1.0,1.0,0.6153846153846154,0.8484848484848485
TS0330B,4,30,TS0330D+TS0330E+TS0330F+TS0330G,pressure_absolute,135,41,41,8,0.7803030303030303,0.37704513623631275,0.5263157894736842,0.7215909090909092
TS0330B,4,30,TS0330D+TS0330E+TS0330F+TS0330G,pressure_shape,135,41,41,8,0.44696969696969696,0.18580492650608565,0.4,0.634469696969697
TS0330B,4,30,TS0330D+TS0330E+TS0330F+TS0330G,fusion_absolute,135,41,41,8,1.0,1.0,0.7272727272727273,0.9090909090909092
TS0330B,4,30,TS0330D+TS0330E+TS0330F+TS0330G,fusion_shape,135,41,41,8,0.9659090909090908,0.8711670274170275,0.6153846153846154,0.8484848484848485
TS0330B,4,31,TS0330D+TS0330E+TS0330F+TS0330H,temperature,137,41,49,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,31,TS0330D+TS0330E+TS0330F+TS0330H,pressure_absolute,137,41,49,8,0.7651515151515151,0.36336296315558325,0.0,0.5
TS0330B,4,31,TS0330D+TS0330E+TS0330F+TS0330H,pressure_shape,137,41,49,8,0.32575757575757575,0.15715696698668835,0.3333333333333333,0.5284090909090909
TS0330B,4,31,TS0330D+TS0330E+TS0330F+TS0330H,fusion_absolute,137,41,49,8,1.0,1.0,1.0,1.0
TS0330B,4,31,TS0330D+TS0330E+TS0330F+TS0330H,fusion_shape,137,41,49,8,0.8409090909090909,0.44308140689719633,0.5161290322580645,0.7727272727272727
TS0330B,4,32,TS0330D+TS0330E+TS0330G+TS0330H,temperature,135,41,45,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,32,TS0330D+TS0330E+TS0330G+TS0330H,pressure_absolute,135,41,45,8,0.8522727272727273,0.7568369453044376,0.0,0.5
TS0330B,4,32,TS0330D+TS0330E+TS0330G+TS0330H,pressure_shape,135,41,45,8,0.3257575757575758,0.15735087152269817,0.2857142857142857,0.47916666666666663
TS0330B,4,32,TS0330D+TS0330E+TS0330G+TS0330H,fusion_absolute,135,41,45,8,0.9962121212121212,0.9861111111111112,0.8888888888888888,0.9696969696969697
TS0330B,4,32,TS0330D+TS0330E+TS0330G+TS0330H,fusion_shape,135,41,45,8,0.9393939393939394,0.8221882284382284,0.64,0.8636363636363636
TS0330B,4,33,TS0330D+TS0330F+TS0330G+TS0330H,temperature,129,41,40,8,1.0,1.0,0.5714285714285714,0.8181818181818181
TS0330B,4,33,TS0330D+TS0330F+TS0330G+TS0330H,pressure_absolute,129,41,40,8,0.893939393939394,0.7852430555555556,0.0,0.5
TS0330B,4,33,TS0330D+TS0330F+TS0330G+TS0330H,pressure_shape,129,41,40,8,0.5984848484848484,0.2577209583788531,0.4444444444444444,0.696969696969697
TS0330B,4,33,TS0330D+TS0330F+TS0330G+TS0330H,fusion_absolute,129,41,40,8,0.9924242424242424,0.975,0.2222222222222222,0.5625
TS0330B,4,33,TS0330D+TS0330F+TS0330G+TS0330H,fusion_shape,129,41,40,8,0.946969696969697,0.835635198135198,0.64,0.8636363636363636
TS0330B,4,34,TS0330E+TS0330F+TS0330G+TS0330H,temperature,136,41,49,8,1.0,1.0,0.5925925925925926,0.8333333333333333
TS0330B,4,34,TS0330E+TS0330F+TS0330G+TS0330H,pressure_absolute,136,41,49,8,0.8484848484848485,0.7586996336996337,0.0,0.5
TS0330B,4,34,TS0330E+TS0330F+TS0330G+TS0330H,pressure_shape,136,41,49,8,0.3787878787878788,0.16756056981922907,0.2857142857142857,0.47916666666666663
TS0330B,4,34,TS0330E+TS0330F+TS0330G+TS0330H,fusion_absolute,136,41,49,8,0.9924242424242424,0.975,0.7619047619047619,0.9242424242424243
TS0330B,4,34,TS0330E+TS0330F+TS0330G+TS0330H,fusion_shape,136,41,49,8,0.9962121212121212,0.9861111111111112,0.64,0.8636363636363636
TS0330B,7,0,TS0330A+TS0330C+TS0330D+TS0330E+TS0330F+TS0330G+TS0330H,temperature,242,41,70,8,1.0,1.0,0.6153846153846154,0.8484848484848485
TS0330B,7,0,TS0330A+TS0330C+TS0330D+TS0330E+TS0330F+TS0330G+TS0330H,pressure_absolute,242,41,70,8,0.7462121212121212,0.34979360916860913,0.0,0.45454545454545453
TS0330B,7,0,TS0330A+TS0330C+TS0330D+TS0330E+TS0330F+TS0330G+TS0330H,pressure_shape,242,41,70,8,0.24621212121212116,0.14237428344599196,0.22857142857142856,0.4015151515151515
TS0330B,7,0,TS0330A+TS0330C+TS0330D+TS0330E+TS0330F+TS0330G+TS0330H,fusion_absolute,242,41,70,8,1.0,1.0,0.6666666666666666,0.8787878787878788
TS0330B,7,0,TS0330A+TS0330C+TS0330D+TS0330E+TS0330F+TS0330G+TS0330H,fusion_shape,242,41,70,8,1.0,1.0,0.6153846153846154,0.8484848484848485
TS0330C,2,0,TS0330A+TS0330B,temperature,82,33,19,3,1.0,1.0,0.4,0.85
TS0330C,2,0,TS0330A+TS0330B,pressure_absolute,82,33,19,3,0.8,0.24206349206349206,0.42857142857142855,0.8666666666666667
TS0330C,2,0,TS0330A+TS0330B,pressure_shape,82,33,19,3,0.7333333333333333,0.20324074074074072,0.2857142857142857,0.75
TS0330C,2,0,TS0330A+TS0330B,fusion_absolute,82,33,19,3,0.9333333333333333,0.5,0.42857142857142855,0.8666666666666667
TS0330C,2,0,TS0330A+TS0330B,fusion_shape,82,33,19,3,1.0,1.0,0.6666666666666666,0.95
TS0330C,2,1,TS0330A+TS0330D,temperature,73,33,18,3,1.0,1.0,0.375,0.8333333333333333
TS0330C,2,1,TS0330A+TS0330D,pressure_absolute,73,33,18,3,0.8,0.27136752136752135,0.2857142857142857,0.75
TS0330C,2,1,TS0330A+TS0330D,pressure_shape,73,33,18,3,0.9111111111111112,0.49999999999999994,0.2857142857142857,0.75
TS0330C,2,1,TS0330A+TS0330D,fusion_absolute,73,33,18,3,1.0,1.0,0.2608695652173913,0.7166666666666667
TS0330C,2,1,TS0330A+TS0330D,fusion_shape,73,33,18,3,0.8777777777777778,0.38690476190476186,0.3157894736842105,0.7833333333333333
TS0330C,2,2,TS0330A+TS0330E,temperature,80,33,27,3,1.0,1.0,0.375,0.8333333333333333
TS0330C,2,2,TS0330A+TS0330E,pressure_absolute,80,33,27,3,0.6444444444444445,0.15178571428571427,0.0,0.4166666666666667
TS0330C,2,2,TS0330A+TS0330E,pressure_shape,80,33,27,3,0.8222222222222223,0.33164983164983164,0.2222222222222222,0.5833333333333334
TS0330C,2,2,TS0330A+TS0330E,fusion_absolute,80,33,27,3,1.0,1.0,0.3,0.7666666666666666
TS0330C,2,2,TS0330A+TS0330E,fusion_shape,80,33,27,3,1.0,1.0,0.3157894736842105,0.7833333333333333
TS0330C,2,3,TS0330A+TS0330F,temperature,74,33,22,3,1.0,1.0,0.35294117647058826,0.8166666666666667
TS0330C,2,3,TS0330A+TS0330F,pressure_absolute,74,33,22,3,0.7444444444444445,0.20105820105820105,0.18181818181818182,0.55
TS0330C,2,3,TS0330A+TS0330F,pressure_shape,74,33,22,3,0.9666666666666667,0.6388888888888888,0.3157894736842105,0.7833333333333333
TS0330C,2,3,TS0330A+TS0330F,fusion_absolute,74,33,22,3,1.0,1.0,0.2727272727272727,0.7333333333333334
TS0330C,2,3,TS0330A+TS0330F,fusion_shape,74,33,22,3,0.9222222222222223,0.6095238095238096,0.3157894736842105,0.7833333333333333
TS0330C,2,4,TS0330A+TS0330G,temperature,72,33,18,3,1.0,1.0,0.35294117647058826,0.8166666666666667
TS0330C,2,4,TS0330A+TS0330G,pressure_absolute,72,33,18,3,0.8333333333333333,0.5158730158730158,0.35294117647058826,0.8166666666666667
TS0330C,2,4,TS0330A+TS0330G,pressure_shape,72,33,18,3,0.5666666666666667,0.13075396825396823,0.2222222222222222,0.6166666666666667
TS0330C,2,4,TS0330A+TS0330G,fusion_absolute,72,33,18,3,1.0,1.0,0.3,0.7666666666666666
TS0330C,2,4,TS0330A+TS0330G,fusion_shape,72,33,18,3,1.0,1.0,0.375,0.8333333333333333
TS0330C,2,5,TS0330A+TS0330H,temperature,74,33,26,3,1.0,1.0,0.3157894736842105,0.7833333333333333
TS0330C,2,5,TS0330A+TS0330H,pressure_absolute,74,33,26,3,0.8,0.24206349206349206,0.36363636363636365,0.7333333333333334
TS0330C,2,5,TS0330A+TS0330H,pressure_shape,74,33,26,3,0.6777777777777778,0.17678571428571427,0.14285714285714285,0.5
TS0330C,2,5,TS0330A+TS0330H,fusion_absolute,74,33,26,3,1.0,1.0,0.2727272727272727,0.7333333333333334
TS0330C,2,5,TS0330A+TS0330H,fusion_shape,74,33,26,3,0.9555555555555556,0.7,0.3,0.7666666666666666
TS0330C,2,6,TS0330B+TS0330D,temperature,73,33,15,3,1.0,1.0,0.4,0.85
TS0330C,2,6,TS0330B+TS0330D,pressure_absolute,73,33,15,3,0.9666666666666667,0.6388888888888888,0.375,0.8333333333333333
TS0330C,2,6,TS0330B+TS0330D,pressure_shape,73,33,15,3,0.9111111111111111,0.4583333333333333,0.2222222222222222,0.65
TS0330C,2,6,TS0330B+TS0330D,fusion_absolute,73,33,15,3,0.9888888888888889,0.9166666666666665,0.42857142857142855,0.8666666666666667
TS0330C,2,6,TS0330B+TS0330D,fusion_shape,73,33,15,3,0.9666666666666667,0.6388888888888888,0.5454545454545454,0.9166666666666667
TS0330C,2,7,TS0330B+TS0330E,temperature,80,33,24,3,1.0,1.0,0.42857142857142855,0.8666666666666667
TS0330C,2,7,TS0330B+TS0330E,pressure_absolute,80,33,24,3,0.7888888888888889,0.23095238095238094,0.3333333333333333,0.7166666666666667
TS0330C,2,7,TS0330B+TS0330E,pressure_shape,80,33,24,3,0.7111111111111111,0.20555555555555555,0.2727272727272727,0.7333333333333334
TS0330C,2,7,TS0330B+TS0330E,fusion_absolute,80,33,24,3,1.0,1.0,0.46153846153846156,0.8833333333333333
TS0330C,2,7,TS0330B+TS0330E,fusion_shape,80,33,24,3,0.9777777777777777,0.8055555555555556,0.6,0.9333333333333333
TS0330C,2,8,TS0330B+TS0330F,temperature,74,33,19,3,1.0,1.0,0.375,0.8333333333333333
TS0330C,2,8,TS0330B+TS0330F,pressure_absolute,74,33,19,3,0.9666666666666667,0.6388888888888888,0.375,0.8333333333333333
TS0330C,2,8,TS0330B+TS0330F,pressure_shape,74,33,19,3,0.9111111111111111,0.4583333333333333,0.24,0.6833333333333333
TS0330C,2,8,TS0330B+TS0330F,fusion_absolute,74,33,19,3,0.9777777777777777,0.8666666666666667,0.42857142857142855,0.8666666666666667
TS0330C,2,8,TS0330B+TS0330F,fusion_shape,74,33,19,3,0.9777777777777777,0.8055555555555556,0.46153846153846156,0.8833333333333333
TS0330C,2,9,TS0330B+TS0330G,temperature,72,33,15,3,1.0,1.0,0.4,0.85
TS0330C,2,9,TS0330B+TS0330G,pressure_absolute,72,33,15,3,0.8,0.24206349206349206,0.2727272727272727,0.7333333333333334
TS0330C,2,9,TS0330B+TS0330G,pressure_shape,72,33,15,3,0.5,0.11267806267806268,0.18181818181818182,0.55
TS0330C,2,9,TS0330B+TS0330G,fusion_absolute,72,33,15,3,0.8666666666666667,0.3206349206349206,0.42857142857142855,0.8666666666666667
