representation,auroc_mean,auroc_worst,auprc_mean,auprc_worst,f1_mean,balanced_acc_mean
fusion_shape,0.9974358974358974,0.9974358974358974,0.9987015121630506,0.9987015121630506,0.47297297297297297,0.47435897435897434
mechanical_shape,0.764102564102564,0.764102564102564,0.838893799626712,0.838893799626712,0.3125,0.3157051282051282
temperature,0.9974358974358974,0.9974358974358974,0.9987015121630506,0.9987015121630506,0.44285714285714284,0.4487179487179487
