source_pair,external,method,representation,n_source_real_windows,n_aug,n_external_windows,external_positive,auroc,auprc,f1,balanced_accuracy
TS0330G+TS0330H,NMC111,real_only,fusion_shape,64,0,989,5,0.8199186991869919,0.016003936672531,0.0100603621730382,0.5
TS0330G+TS0330H,NMC811,real_only,fusion_shape,64,0,99,5,0.7319148936170212,0.1029990017398248,0.2777777777777778,0.8617021276595744
TS0330G+TS0330H,NMC111,classical_anchor_matched,temperature,64,64,989,5,1.0,1.0,0.0100603621730382,0.5
TS0330G+TS0330H,NMC811,classical_anchor_matched,temperature,64,64,99,5,1.0,1.0,0.0961538461538461,0.5
TS0330G+TS0330H,NMC111,classical_anchor_matched,pressure_absolute,64,64,989,5,0.0447154471544715,0.0050556117290192,0.0,0.3236788617886179
TS0330G+TS0330H,NMC811,classical_anchor_matched,pressure_absolute,64,64,99,5,0.1542553191489361,0.0505050505050505,0.0,0.4361702127659574
TS0330G+TS0330H,NMC111,classical_anchor_matched,pressure_shape,64,64,989,5,0.751219512195122,0.0114578883960567,0.0,0.4903455284552845
TS0330G+TS0330H,NMC811,classical_anchor_matched,pressure_shape,64,64,99,5,0.7510638297872341,0.1085937826541274,0.074074074074074,0.4882978723404255
TS0330G+TS0330H,NMC111,classical_anchor_matched,fusion_absolute,64,64,989,5,0.00630081300813,0.0030513396445463,0.0,0.5
TS0330G+TS0330H,NMC811,classical_anchor_matched,fusion_absolute,64,64,99,5,0.1648936170212765,0.0505050505050505,0.0,0.4946808510638298
TS0330G+TS0330H,NMC111,classical_anchor_matched,fusion_shape,64,64,989,5,0.997560975609756,0.5775757575757575,0.0100603621730382,0.5
TS0330G+TS0330H,NMC811,classical_anchor_matched,fusion_shape,64,64,99,5,0.8851063829787235,0.2057832363714716,0.1176470588235294,0.5414893617021277
TS0330G+TS0330H,NMC111,racdiff,temperature,64,64,989,5,0.999390243902439,0.925,0.0100603621730382,0.5
TS0330G+TS0330H,NMC811,racdiff,temperature,64,64,99,5,0.9936170212765956,0.9028571428571428,0.0961538461538461,0.5
TS0330G+TS0330H,NMC111,racdiff,pressure_absolute,64,64,989,5,0.0482723577235772,0.0050556117290192,0.0,0.3379065040650406
TS0330G+TS0330H,NMC811,racdiff,pressure_absolute,64,64,99,5,0.1702127659574468,0.0505050505050505,0.0,0.4627659574468085
TS0330G+TS0330H,NMC111,racdiff,pressure_shape,64,64,989,5,0.9522357723577236,0.0580223777680709,0.0,0.5
TS0330G+TS0330H,NMC811,racdiff,pressure_shape,64,64,99,5,0.9063829787234042,0.2389502164502164,0.2564102564102564,0.8457446808510638
TS0330G+TS0330H,NMC111,racdiff,fusion_absolute,64,64,989,5,0.0022357723577235,0.003039961256243,0.0,0.5
TS0330G+TS0330H,NMC811,racdiff,fusion_absolute,64,64,99,5,0.1808510638297872,0.0505050505050505,0.0,0.4946808510638298
TS0330G+TS0330H,NMC111,racdiff,fusion_shape,64,64,989,5,0.9776422764227642,0.1301648059542796,0.0100603621730382,0.5
TS0330G+TS0330H,NMC811,racdiff,fusion_shape,64,64,99,5,0.8042553191489362,0.1354613807245386,0.16,0.6042553191489362
TS0330H+TS0330A,NMC111,real_only,temperature,74,0,989,5,1.0,1.0,0.0100603621730382,0.5
TS0330H+TS0330A,NMC811,real_only,temperature,74,0,99,5,1.0,1.0,0.2,0.7872340425531915
TS0330H+TS0330A,NMC111,real_only,pressure_absolute,74,0,989,5,0.6115853658536585,0.0075744447209513,0.0,0.5
TS0330H+TS0330A,NMC811,real_only,pressure_absolute,74,0,99,5,0.9957446808510638,0.9428571428571428,0.0,0.5
TS0330H+TS0330A,NMC111,real_only,pressure_shape,74,0,989,5,0.975,0.3123560535325241,0.0,0.5
TS0330H+TS0330A,NMC811,real_only,pressure_shape,74,0,99,5,0.9744680851063828,0.6192857142857142,0.1666666666666666,0.7340425531914894
TS0330H+TS0330A,NMC111,real_only,fusion_absolute,74,0,989,5,0.5,0.0050556117290192,0.0100603621730382,0.5
TS0330H+TS0330A,NMC811,real_only,fusion_absolute,74,0,99,5,0.5,0.0505050505050505,0.0961538461538461,0.5
TS0330H+TS0330A,NMC111,real_only,fusion_shape,74,0,989,5,0.9896341463414634,0.5164272030651341,0.0170068027210884,0.7063008130081301
TS0330H+TS0330A,NMC811,real_only,fusion_shape,74,0,99,5,1.0,1.0,0.175438596491228,0.75
TS0330H+TS0330A,NMC111,classical_anchor_matched,temperature,74,57,989,5,0.999390243902439,0.9028571428571428,0.0100603621730382,0.5
TS0330H+TS0330A,NMC811,classical_anchor_matched,temperature,74,57,99,5,1.0,1.0,0.2040816326530612,0.7925531914893618
TS0330H+TS0330A,NMC111,classical_anchor_matched,pressure_absolute,74,57,989,5,0.7068089430894309,0.0085910652920962,0.0100603621730382,0.5
TS0330H+TS0330A,NMC811,classical_anchor_matched,pressure_absolute,74,57,99,5,0.5851063829787234,0.0602409638554216,0.099009900990099,0.5159574468085106
TS0330H+TS0330A,NMC111,classical_anchor_matched,pressure_shape,74,57,989,5,0.974390243902439,0.4549585957256905,0.1212121212121212,0.8710365853658537
TS0330H+TS0330A,NMC811,classical_anchor_matched,pressure_shape,74,57,99,5,0.9702127659574468,0.6000000000000001,0.1063829787234042,0.5531914893617021
TS0330H+TS0330A,NMC111,classical_anchor_matched,fusion_absolute,74,57,989,5,0.6814024390243902,0.0079113924050632,0.0100603621730382,0.5
TS0330H+TS0330A,NMC811,classical_anchor_matched,fusion_absolute,74,57,99,5,0.5531914893617021,0.0561797752808988,0.099009900990099,0.5159574468085106
TS0330H+TS0330A,NMC111,classical_anchor_matched,fusion_shape,74,57,989,5,0.9882113821138212,0.5058982683982685,0.0114547537227949,0.5614837398373984
TS0330H+TS0330A,NMC811,classical_anchor_matched,fusion_shape,74,57,99,5,0.9914893617021276,0.8761904761904762,0.131578947368421,0.648936170212766
TS0330H+TS0330A,NMC111,racdiff,temperature,74,57,989,5,1.0,1.0,0.0100603621730382,0.5
TS0330H+TS0330A,NMC811,racdiff,temperature,74,57,99,5,1.0,1.0,0.1818181818181818,0.7606382978723405
TS0330H+TS0330A,NMC111,racdiff,pressure_absolute,74,57,989,5,0.9997967479674796,0.9666666666666666,0.0100603621730382,0.5
TS0330H+TS0330A,NMC811,racdiff,pressure_absolute,74,57,99,5,0.8776595744680852,0.1785714285714285,0.0961538461538461,0.5
TS0330H+TS0330A,NMC111,racdiff,pressure_shape,74,57,989,5,0.9851626016260164,0.4839326599326599,0.0,0.5
TS0330H+TS0330A,NMC811,racdiff,pressure_shape,74,57,99,5,0.9617021276595744,0.4323809523809523,0.1388888888888889,0.6702127659574468
TS0330H+TS0330A,NMC111,racdiff,fusion_absolute,74,57,989,5,0.9339430894308944,0.037037037037037,0.0129366106080207,0.6122967479674797
TS0330H+TS0330A,NMC811,racdiff,fusion_absolute,74,57,99,5,0.8723404255319149,0.1724137931034483,0.125,0.6276595744680851
TS0330H+TS0330A,NMC111,racdiff,fusion_shape,74,57,989,5,0.989430894308943,0.5140880217785844,0.0141242937853107,0.6453252032520325
TS0330H+TS0330A,NMC811,racdiff,fusion_shape,74,57,99,5,1.0,1.0,0.1515151515151515,0.7021276595744681
