heldout,method,model,representation,pair_count,mae_s,rmse_s,medae_s,r2,bias_s,aug_mean
TS0330D,real_only,huber,temperature,3,38.13199027859214,41.49049549131251,37.09144064826658,0.7686430333468767,-37.656298121154315,0.0
TS0330D,real_only,rf,fusion_absolute,3,41.489496973922776,43.861928732083356,39.24020791531982,0.7148545571839365,-36.631255249489136,0.0
TS0330D,real_only,rf,fusion_shape,3,40.12736294759724,44.745201639422,40.174742467282215,0.705187861113803,-37.935101308139075,0.0
TS0330D,real_only,rf,pressure_absolute,3,101.15209746877478,118.14740048989688,92.82253635255104,-0.8265301344561301,-49.42163287399065,0.0
TS0330D,real_only,rf,pressure_shape,3,88.08584227754433,103.15613958348128,79.16262502187841,-0.3252920616960919,-13.15456343643791,0.0
TS0330D,real_only,rf,temperature,3,35.43959648849801,38.095421880433484,34.29026201421906,0.7994942673287796,-35.11819296871821,0.0
TS0330E,classical_anchor_matched,huber,fusion_absolute,3,75.73492916690336,79.82286648962658,79.28764026957093,0.2744842458301973,33.64055343351344,42.333333333333336
TS0330E,classical_anchor_matched,huber,fusion_shape,3,45.8170563414702,53.789769081970974,38.61726016290646,0.7237339974782557,43.708613769755125,42.333333333333336
TS0330E,classical_anchor_matched,huber,pressure_absolute,3,131.88825166766784,158.73294851220132,133.79098378528852,-1.175537056184774,76.30608624892191,42.333333333333336
TS0330E,classical_anchor_matched,huber,pressure_shape,3,105.17557549795855,124.98665751806594,93.29103359172194,-0.30292674840748707,38.577305159303485,42.333333333333336
TS0330E,classical_anchor_matched,huber,temperature,3,43.01563708577972,48.840300690969144,34.34943260069665,0.7403469584177808,36.05829059716367,42.333333333333336
TS0330E,classical_anchor_matched,rf,fusion_absolute,3,38.84164626277738,44.6822719613761,31.657197600776385,0.8022561610661745,33.2434323521052,42.333333333333336
TS0330E,classical_anchor_matched,rf,fusion_shape,3,39.269442130987834,44.17337749406668,35.29303660205224,0.7972727152021041,34.54876875567347,42.333333333333336
TS0330E,classical_anchor_matched,rf,pressure_absolute,3,99.37898056396331,121.78026100159498,80.68950381518725,-0.29324859259561525,49.073637895384955,42.333333333333336
TS0330E,classical_anchor_matched,rf,pressure_shape,3,107.25463687156343,129.25437170680883,92.43910860925364,-0.3448887397012583,32.32519259042609,42.333333333333336
TS0330E,classical_anchor_matched,rf,temperature,3,39.61102265415868,43.90261713576751,36.616075126873056,0.7950967371555736,31.066440030045445,42.333333333333336
TS0330E,racdiff,huber,fusion_absolute,3,70.45686026083023,75.84044863943744,71.66327628181416,0.4139551800889012,21.38225204245632,42.333333333333336
TS0330E,racdiff,huber,fusion_shape,3,46.11139509213614,56.09517642465729,36.1935710694176,0.7190462378004628,37.57966501893873,42.333333333333336
