heldout,train_experiments,method,model,representation,n_real_train_windows,n_aug,n_test_windows,mae_s,rmse_s,medae_s,r2,bias_s
TS0330B,TS0330G+TS0330H,classical_anchor_matched,rf,pressure_shape,64,64,38,98.49199481259272,113.73104208876984,94.13985812910497,-0.0756549290658632,-70.84535500366022
TS0330B,TS0330G+TS0330H,classical_anchor_matched,rf,fusion_absolute,64,64,38,37.855175979903095,42.5180547916977,41.77351155900695,0.8496644436283861,-29.551589692433744
TS0330B,TS0330G+TS0330H,classical_anchor_matched,rf,fusion_shape,64,64,38,69.60575918902623,75.90921032086713,70.15346534926474,0.5208142641810486,-67.33962396809159
TS0330B,TS0330G+TS0330H,racdiff,huber,temperature,64,64,38,75.5965500375038,78.98623458515564,82.02440219470017,0.4811787494992432,-75.5965500375038
TS0330B,TS0330G+TS0330H,racdiff,huber,pressure_absolute,64,64,38,261.96994333297425,291.0836785985708,199.1562088777616,-6.046129878951834,-261.96994333297425
TS0330B,TS0330G+TS0330H,racdiff,huber,pressure_shape,64,64,38,96.0560597063447,113.09453409737256,110.54636457451276,-0.063648584080209,-61.43116639426015
TS0330B,TS0330G+TS0330H,racdiff,huber,fusion_absolute,64,64,38,836.3749637798719,836.6792677977633,829.9959476186854,-57.21473837454496,836.3749637798719
TS0330B,TS0330G+TS0330H,racdiff,huber,fusion_shape,64,64,38,55.2020082672696,62.25225683595686,53.90507391207075,0.6777260991962573,-54.85577930806969
TS0330B,TS0330G+TS0330H,racdiff,rf,temperature,64,64,38,89.08452422114836,92.083669498727,94.12082754064726,0.2948521768453357,-89.08452422114836
TS0330B,TS0330G+TS0330H,racdiff,rf,pressure_absolute,64,64,38,95.02547907509437,123.95916322750315,66.23256529743517,-0.2778274300115968,48.48058554832824
TS0330B,TS0330G+TS0330H,racdiff,rf,pressure_shape,64,64,38,97.00345371130456,119.17463897836612,91.20317083626654,-0.18108899963587,-74.09589813392567
TS0330B,TS0330G+TS0330H,racdiff,rf,fusion_absolute,64,64,38,60.11275669038808,64.49956638795145,67.78577697007158,0.6540378999446947,-60.10595622647216
TS0330B,TS0330G+TS0330H,racdiff,rf,fusion_shape,64,64,38,66.17721128185573,71.97336955696899,73.37617930111347,0.56921695129843,-65.57141144124199
TS0330C,TS0330D+TS0330E,real_only,huber,temperature,71,0,33,62.49599775306626,63.34989893708157,57.04208383046273,0.5573665777200241,-62.49599775306626
TS0330C,TS0330D+TS0330E,real_only,huber,pressure_absolute,71,0,33,27.453486784525836,37.70307995977563,23.427571189649257,0.8432144589941286,-6.2237351484628
TS0330C,TS0330D+TS0330E,real_only,huber,pressure_shape,71,0,33,107.70309970943777,119.62758206191572,101.2477043623511,-0.5783924694831304,-84.11474698244704
TS0330C,TS0330D+TS0330E,real_only,huber,fusion_absolute,71,0,33,44.31441552144384,45.60917273486607,41.808338473427625,0.770566547328068,44.31441552144384
TS0330C,TS0330D+TS0330E,real_only,huber,fusion_shape,71,0,33,88.77731196745329,95.65091985403868,90.6888119943938,-0.0090917428959997,-88.77731196745329
TS0330C,TS0330D+TS0330E,real_only,rf,temperature,71,0,33,55.05685595806401,55.42137589099717,54.069489689201646,0.6612284295237645,-55.05685595806401
TS0330C,TS0330D+TS0330E,real_only,rf,pressure_absolute,71,0,33,57.756366767792606,73.8282284139495,52.429277854644,0.3988300760210699,18.4347907452928
TS0330C,TS0330D+TS0330E,real_only,rf,pressure_shape,71,0,33,70.7114931787375,79.22880501726009,67.38071762014823,0.3076613737724613,-59.79027793314356
TS0330C,TS0330D+TS0330E,real_only,rf,fusion_absolute,71,0,33,50.74850909184768,51.16108094814228,48.90428684522686,0.7113099775240037,-50.74850909184768
TS0330C,TS0330D+TS0330E,real_only,rf,fusion_shape,71,0,33,59.81284852931128,60.63272043288483,57.39601967083036,0.5945227808354003,-59.81284852931128
TS0330C,TS0330D+TS0330E,classical_anchor_matched,huber,temperature,71,57,33,58.03725228539626,59.52983925671199,57.10749587578425,0.6091395115518419,-58.03725228539626
TS0330C,TS0330D+TS0330E,classical_anchor_matched,huber,pressure_absolute,71,57,33,149.14893800551067,175.88838287842304,190.9791847899478,-2.412138591719126,140.64717137144729
TS0330C,TS0330D+TS0330E,classical_anchor_matched,huber,pressure_shape,71,57,33,100.76863177310416,113.24282636677296,93.8738625638257,-0.4144048959781348,-78.34844943444729
TS0330C,TS0330D+TS0330E,classical_anchor_matched,huber,fusion_absolute,71,57,33,34.244157358815535,35.924235268885845,32.47343693087208,0.8576598515087211,34.244157358815535
TS0330C,TS0330D+TS0330E,classical_anchor_matched,huber,fusion_shape,71,57,33,89.31374606909083,95.22283955327246,95.68096839804474,-7.968815311798494e-05,-89.31374606909083
TS0330C,TS0330D+TS0330E,classical_anchor_matched,rf,temperature,71,57,33,55.6487495045094,56.19367508047905,55.45756811761237,0.6517210530459059,-55.6487495045094
TS0330C,TS0330D+TS0330E,classical_anchor_matched,rf,pressure_absolute,71,57,33,70.35669505389552,82.32196614109036,56.32746073750036,0.2525471202939527,-9.129519208662114
TS0330C,TS0330D+TS0330E,classical_anchor_matched,rf,pressure_shape,71,57,33,83.8702886560988,105.69378758295888,46.852588673784965,-0.2321150809152534,-72.2723657345407
TS0330C,TS0330D+TS0330E,classical_anchor_matched,rf,fusion_absolute,71,57,33,52.06828079178614,52.35198354866717,51.79489686829214,0.6977135829250092,-52.06828079178614
TS0330C,TS0330D+TS0330E,classical_anchor_matched,rf,fusion_shape,71,57,33,57.09996573831063,57.613514975780994,56.277840020095766,0.6338988483972934,-57.09996573831063
TS0330C,TS0330D+TS0330E,racdiff,huber,temperature,71,57,33,58.048094609990365,59.926868386482965,55.461120199514994,0.6039085050061561,-58.048094609990365
TS0330C,TS0330D+TS0330E,racdiff,huber,pressure_absolute,71,57,33,126.94430548529397,139.93628164069284,139.49286982300265,-1.1597973808187474,77.77889385949734
TS0330C,TS0330D+TS0330E,racdiff,huber,pressure_shape,71,57,33,104.2281529996431,114.37303790996955,110.00766645727174,-0.4427785074362502,-88.77896130017969
TS0330C,TS0330D+TS0330E,racdiff,huber,fusion_absolute,71,57,33,40.15774733186754,41.23992944892768,37.24391834580979,0.8124192888655295,40.15774733186754
TS0330C,TS0330D+TS0330E,racdiff,huber,fusion_shape,71,57,33,78.3440346724154,82.2946101251985,81.7745763943172,0.2530438026847327,-78.3440346724154
TS0330C,TS0330D+TS0330E,racdiff,rf,temperature,71,57,33,53.94522362241888,54.38614163657616,53.42333674865069,0.6737662791786334,-53.94522362241888
TS0330C,TS0330D+TS0330E,racdiff,rf,pressure_absolute,71,57,33,57.159837825457885,75.31748393097484,39.16707086395184,0.3743319795191926,0.2954905405017529
TS0330C,TS0330D+TS0330E,racdiff,rf,pressure_shape,71,57,33,81.96317558646199,92.1852613710319,89.26476631907263,0.0627070866861619,-74.94583748035006
TS0330C,TS0330D+TS0330E,racdiff,rf,fusion_absolute,71,57,33,50.34874640805966,50.72015470772243,50.38011584064009,0.7162646220321363,-50.34874640805966
TS0330C,TS0330D+TS0330E,racdiff,rf,fusion_shape,71,57,33,58.41868696967824,59.24687275570272,58.021951038810926,0.612846478162085,-58.41868696967824
TS0330C,TS0330F+TS0330G,real_only,huber,temperature,64,0,33,74.32646973541394,75.01987172757957,74.80599362359914,0.3792667844828132,-74.32646973541394
TS0330C,TS0330F+TS0330G,real_only,huber,pressure_absolute,64,0,33,44.65989785968866,50.95531024507264,38.78756889571241,0.7136275394663671,8.068584021774921
TS0330C,TS0330F+TS0330G,real_only,huber,pressure_shape,64,0,33,97.06927128565654,125.55442656988512,90.5426528985936,-0.7386669887455155,-67.9449291994885
TS0330C,TS0330F+TS0330G,real_only,huber,fusion_absolute,64,0,33,225.1493530325244,225.403887010284,223.11118749068265,-4.60370356022186,-225.1493530325244
TS0330C,TS0330F+TS0330G,real_only,huber,fusion_shape,64,0,33,81.89028302541236,84.36060383048945,82.20924111359767,0.2150685869141775,-81.89028302541236
TS0330C,TS0330F+TS0330G,real_only,rf,temperature,64,0,33,79.3392932793874,79.57482980350792,79.90662477982647,0.3016007126922148,-79.3392932793874
TS0330C,TS0330F+TS0330G,real_only,rf,pressure_absolute,64,0,33,81.68376317512194,96.40195343120996,67.527013772327,-0.0250003630904231,-36.64475809286881
TS0330C,TS0330F+TS0330G,real_only,rf,pressure_shape,64,0,33,119.21544937940898,131.21526047583873,134.01955942516474,-0.8989828582803903,-105.1393725961617
TS0330C,TS0330F+TS0330G,real_only,rf,fusion_absolute,64,0,33,77.36698132181108,78.22969000157227,80.01441877002287,0.3250127502490335,-77.36698132181108
TS0330C,TS0330F+TS0330G,real_only,rf,fusion_shape,64,0,33,79.92841030323093,80.2492894560431,81.36798673789184,0.2897115671103172,-79.92841030323093
TS0330C,TS0330F+TS0330G,classical_anchor_matched,huber,temperature,64,30,33,73.5706465006799,73.96335768152518,73.27193669869854,0.3966273956405994,-73.5706465006799
TS0330C,TS0330F+TS0330G,classical_anchor_matched,huber,pressure_absolute,64,30,33,197.3019645785205,215.7920439902608,242.3489294347112,-4.135978630458967,-197.3019645785205
TS0330C,TS0330F+TS0330G,classical_anchor_matched,huber,pressure_shape,64,30,33,96.9702165410585,109.64617054766111,99.55485834778148,-0.3259870642389841,-82.657719468163
TS0330C,TS0330F+TS0330G,classical_anchor_matched,huber,fusion_absolute,64,30,33,240.52566646546336,241.01378481821385,237.53687989557028,-5.406725493279444,-240.52566646546336
TS0330C,TS0330F+TS0330G,classical_anchor_matched,huber,fusion_shape,64,30,33,76.63307671379884,77.75384009341359,79.08682608332481,0.3331993033891032,-76.63307671379884
TS0330C,TS0330F+TS0330G,classical_anchor_matched,rf,temperature,64,30,33,78.51000240171221,78.74920851287696,80.39413258620482,0.3160178851392013,-78.51000240171221
TS0330C,TS0330F+TS0330G,classical_anchor_matched,rf,pressure_absolute,64,30,33,82.59072632628602,95.57026827863626,76.78360310905208,-0.0073907550202767,-34.78514220661012
TS0330C,TS0330F+TS0330G,classical_anchor_matched,rf,pressure_shape,64,30,33,115.67427726417796,128.11600311873576,137.89106498128723,-0.8103356899029313,-104.8545550630221
TS0330C,TS0330F+TS0330G,classical_anchor_matched,rf,fusion_absolute,64,30,33,78.25048594301367,79.10575811315448,80.16112491903709,0.3098101875010766,-78.25048594301367
TS0330C,TS0330F+TS0330G,classical_anchor_matched,rf,fusion_shape,64,30,33,78.79884392993088,79.3237831939125,78.03186858129754,0.3060004507138049,-78.79884392993088
TS0330C,TS0330F+TS0330G,racdiff,huber,temperature,64,30,33,72.5005032652172,73.88953978402185,74.64073028928345,0.3978311665998659,-72.5005032652172
TS0330C,TS0330F+TS0330G,racdiff,huber,pressure_absolute,64,30,33,207.1788922622166,227.46183853737145,255.3600137173528,-4.706494998985431,-207.1788922622166
TS0330C,TS0330F+TS0330G,racdiff,huber,pressure_shape,64,30,33,95.17555579221369,109.0713995106004,80.72797121374049,-0.3121217122648163,-76.67291136595951
TS0330C,TS0330F+TS0330G,racdiff,huber,fusion_absolute,64,30,33,231.56976361769395,232.22788453190083,228.2792099375909,-4.948138642003146,-231.56976361769395
TS0330C,TS0330F+TS0330G,racdiff,huber,fusion_shape,64,30,33,73.12626864442915,76.21519486877996,76.68663431657211,0.3593283901963856,-73.12626864442915
TS0330C,TS0330F+TS0330G,racdiff,rf,temperature,64,30,33,78.9112493644752,79.19390390897817,79.34576686164002,0.3082712040796543,-78.9112493644752
TS0330C,TS0330F+TS0330G,racdiff,rf,pressure_absolute,64,30,33,90.6494306028368,100.6680885124498,80.78314943899659,-0.1177276519945325,-30.379403601886377
TS0330C,TS0330F+TS0330G,racdiff,rf,pressure_shape,64,30,33,122.67789352449498,135.74980891641033,145.20645994984335,-1.0325011714163876,-110.26095467695282
TS0330C,TS0330F+TS0330G,racdiff,rf,fusion_absolute,64,30,33,77.94951388895507,78.86961570144479,79.02947464826286,0.3139246749014427,-77.94951388895507
TS0330C,TS0330F+TS0330G,racdiff,rf,fusion_shape,64,30,33,79.83149380760088,80.38078879743777,79.14648372964257,0.2873818520920995,-79.83149380760088
TS0330C,TS0330H+TS0330A,real_only,huber,temperature,74,0,33,94.58983041726157,95.24239858269311,98.0168777014722,-0.0004905685056524,-94.58983041726157
TS0330C,TS0330H+TS0330A,real_only,huber,pressure_absolute,74,0,33,109.10716673827378,130.6806348302721,92.18011773247804,-0.8835398881959111,-41.28581691101631
TS0330C,TS0330H+TS0330A,real_only,huber,pressure_shape,74,0,33,101.13343363159396,120.92950449142764,89.3410191270678,-0.612935116530392,-80.73818295101863
TS0330C,TS0330H+TS0330A,real_only,huber,fusion_absolute,74,0,33,84.97022172806565,86.10757203695636,87.31985245084383,0.1822227247684233,-84.97022172806565
TS0330C,TS0330H+TS0330A,real_only,huber,fusion_shape,74,0,33,80.50513744729238,85.84272904730459,84.08673373716488,0.1872455003357775,-63.98189777403465
TS0330C,TS0330H+TS0330A,real_only,rf,temperature,74,0,33,94.91290160888909,97.2247681758132,93.17966090079688,-0.0425723029603628,-94.91290160888909
TS0330C,TS0330H+TS0330A,real_only,rf,pressure_absolute,74,0,33,92.39899728868276,130.13586974870458,55.9935519211416,-0.8678688891821844,-90.41907489341804
TS0330C,TS0330H+TS0330A,real_only,rf,pressure_shape,74,0,33,108.32159251619927,122.14544251290188,97.63165559551068,-0.6455340948535975,-13.262023272644608
TS0330C,TS0330H+TS0330A,real_only,rf,fusion_absolute,74,0,33,106.85349477978792,108.51132823958308,108.43098676969232,-0.2986810687116035,-106.85349477978792
TS0330C,TS0330H+TS0330A,real_only,rf,fusion_shape,74,0,33,102.22178000349246,104.03914522936232,108.52009545463056,-0.1938393830944493,-102.22178000349246
TS0330C,TS0330H+TS0330A,classical_anchor_matched,huber,temperature,74,32,33,90.92689830560022,91.87129445282793,92.84485192812248,0.0690807267163737,-90.92689830560022
TS0330C,TS0330H+TS0330A,classical_anchor_matched,huber,pressure_absolute,74,32,33,86.41613448878635,109.10704387642704,68.54738688331292,-0.3129794511160928,-40.4654843211936
TS0330C,TS0330H+TS0330A,classical_anchor_matched,huber,pressure_shape,74,32,33,106.26647794285805,121.90694433684632,96.96178377112682,-0.6391143100235603,-65.90526375508686
TS0330C,TS0330H+TS0330A,classical_anchor_matched,huber,fusion_absolute,74,32,33,79.88046997615196,82.67669256935515,76.65577705891462,0.246091673432978,-79.88046997615196
TS0330C,TS0330H+TS0330A,classical_anchor_matched,huber,fusion_shape,74,32,33,86.05192179733959,88.73482541282658,79.88368009650264,0.1315585395906454,-78.59810442363558
TS0330C,TS0330H+TS0330A,classical_anchor_matched,rf,temperature,74,32,33,90.69634072845916,94.01217934329442,98.03243824426367,0.0251886178445861,-90.69634072845916
TS0330C,TS0330H+TS0330A,classical_anchor_matched,rf,pressure_absolute,74,32,33,106.47219053403803,145.75273071201983,65.40530291164305,-1.3430726297805773,-106.47219053403803
TS0330C,TS0330H+TS0330A,classical_anchor_matched,rf,pressure_shape,74,32,33,108.62336221073588,122.31627243578792,93.73300916959772,-0.6501401289616795,-5.794605815446909
TS0330C,TS0330H+TS0330A,classical_anchor_matched,rf,fusion_absolute,74,32,33,103.04664351602118,105.09322456997306,108.63504810674482,-0.2181528511597192,-103.04664351602118
TS0330C,TS0330H+TS0330A,classical_anchor_matched,rf,fusion_shape,74,32,33,94.65823688032148,97.57639690294369,95.06124225826647,-0.0501271947677346,-94.65823688032148
TS0330C,TS0330H+TS0330A,racdiff,huber,temperature,74,32,33,94.42103933106792,95.34546918274526,95.63793280216436,-0.0026571868027014,-94.42103933106792
TS0330C,TS0330H+TS0330A,racdiff,huber,pressure_absolute,74,32,33,87.8300103048158,110.54596390566417,72.16213162549599,-0.3478393532168093,-50.4121977465291
TS0330C,TS0330H+TS0330A,racdiff,huber,pressure_shape,74,32,33,94.6792366313128,113.97152438978196,89.45827145758301,-0.4326663645291175,-76.3709414439712
TS0330C,TS0330H+TS0330A,racdiff,huber,fusion_absolute,74,32,33,81.22284365172037,82.84837577579177,82.00920960748294,0.2429573490418971,-81.22284365172037
TS0330C,TS0330H+TS0330A,racdiff,huber,fusion_shape,74,32,33,78.6226273779496,80.18101336040168,85.77921328830661,0.2909196797609288,-75.15738146818413
TS0330C,TS0330H+TS0330A,racdiff,rf,temperature,74,32,33,91.0448500204703,94.8549389675764,102.44780370751732,0.0076331492783848,-91.0448500204703
TS0330C,TS0330H+TS0330A,racdiff,rf,pressure_absolute,74,32,33,107.75674254598572,151.53277137648192,57.23893616057677,-1.5325934707026252,-105.857193154593
TS0330C,TS0330H+TS0330A,racdiff,rf,pressure_shape,74,32,33,106.02337173251732,119.5180943610468,93.33241514417335,-0.5755045823194211,-6.065023115986429
TS0330C,TS0330H+TS0330A,racdiff,rf,fusion_absolute,74,32,33,94.77396494875345,97.4910138235094,102.65151522338068,-0.0482901959193786,-94.77396494875345
TS0330C,TS0330H+TS0330A,racdiff,rf,fusion_shape,74,32,33,90.76463830722116,94.26319104339008,95.53463302735048,0.0199761927555898,-90.76463830722116
TS0330D,TS0330A+TS0330B,real_only,huber,temperature,79,0,32,17.837130062608754,19.390958624465704,19.70469223283078,0.9558933421609188,-16.451715082607272
TS0330D,TS0330A+TS0330B,real_only,huber,pressure_absolute,79,0,32,120.6559147985746,185.94619540702723,95.78097770931484,-3.055834123611996,51.556661201324445
TS0330D,TS0330A+TS0330B,real_only,huber,pressure_shape,79,0,32,67.28265425994412,85.56351958536034,57.45858311858095,0.1412181199331261,47.487412164067536
TS0330D,TS0330A+TS0330B,real_only,huber,fusion_absolute,79,0,32,145.6945461534583,146.15326751980726,147.2364965404746,-1.5056629404394393,145.6945461534583
TS0330D,TS0330A+TS0330B,real_only,huber,fusion_shape,79,0,32,54.310026090869954,69.35625486070258,48.743395516041744,0.4357431256044929,6.43180178294086
TS0330D,TS0330A+TS0330B,real_only,rf,temperature,79,0,32,12.251473056266136,15.44904779481562,9.003253865881106,0.9720031593956534,-11.287262496926743
TS0330D,TS0330A+TS0330B,real_only,rf,pressure_absolute,79,0,32,101.95086207966754,121.4412912156923,91.49572605890135,-0.7299690902592102,-4.248364140170599
TS0330D,TS0330A+TS0330B,real_only,rf,pressure_shape,79,0,32,123.8286896097257,138.48678491286677,123.28570989959417,-1.2496878196156422,72.44734111484777
TS0330D,TS0330A+TS0330B,real_only,rf,fusion_absolute,79,0,32,11.537612506498792,13.19296945313787,11.950103324334322,0.9795830575341355,-7.756489551349108
TS0330D,TS0330A+TS0330B,real_only,rf,fusion_shape,79,0,32,13.126757101136397,15.067666466827596,13.523995032299126,0.9733683798583604,-6.712305665437936
TS0330D,TS0330A+TS0330B,classical_anchor_matched,huber,temperature,79,79,32,17.05137415059708,18.622320443494505,17.11473920407181,0.959320727058714,-15.669948269778516
TS0330D,TS0330A+TS0330B,classical_anchor_matched,huber,pressure_absolute,79,79,32,151.52364493228862,185.27581675144228,156.57148014110248,-3.0266424167117973,131.76278712660587
TS0330D,TS0330A+TS0330B,classical_anchor_matched,huber,pressure_shape,79,79,32,136.02904551956317,157.21019406306883,127.60758796631548,-1.8991253858827428,78.67733533967343
TS0330D,TS0330A+TS0330B,classical_anchor_matched,huber,fusion_absolute,79,79,32,119.71435465802642,120.66755721306916,115.1099912083872,-0.7079951501713024,119.71435465802642
TS0330D,TS0330A+TS0330B,classical_anchor_matched,huber,fusion_shape,79,79,32,19.21371484813572,22.535404732331543,15.952364439157236,0.9404288044883308,-13.929190234413609
TS0330D,TS0330A+TS0330B,classical_anchor_matched,rf,temperature,79,79,32,16.660752674725003,22.578527482744065,10.087953616196671,0.9402006007646514,-15.371004042024689
TS0330D,TS0330A+TS0330B,classical_anchor_matched,rf,pressure_absolute,79,79,32,113.49461050744809,132.26182501672992,99.26900218466088,-1.0519870387674666,17.518629443516993
TS0330D,TS0330A+TS0330B,classical_anchor_matched,rf,pressure_shape,79,79,32,117.47908133476498,131.03293208382618,112.73155594561712,-1.0140326633391763,56.81284556817944
TS0330D,TS0330A+TS0330B,classical_anchor_matched,rf,fusion_absolute,79,79,32,14.477435688485665,18.38032782330447,11.44145060990185,0.9603710927328852,-8.880027082972774
TS0330D,TS0330A+TS0330B,classical_anchor_matched,rf,fusion_shape,79,79,32,17.22958833269179,20.851573797034195,15.189062827112124,0.9489984623278288,-10.409684954882328
TS0330D,TS0330A+TS0330B,racdiff,huber,temperature,79,79,32,11.722733070439867,13.508713335875235,11.523899750731346,0.97859409652661,-1.284955523253183
TS0330D,TS0330A+TS0330B,racdiff,huber,pressure_absolute,79,79,32,172.57175283850842,202.7221944574723,175.78487342519873,-3.820678724434324,172.57175283850842
TS0330D,TS0330A+TS0330B,racdiff,huber,pressure_shape,79,79,32,152.67479418972624,204.25175901441276,130.70205280012203,-3.893698419981117,80.15976977386752
TS0330D,TS0330A+TS0330B,racdiff,huber,fusion_absolute,79,79,32,111.5951683948703,112.49155915551796,111.76213681390207,-0.4843812628089476,111.5951683948703
TS0330D,TS0330A+TS0330B,racdiff,huber,fusion_shape,79,79,32,13.6806341962381,17.318706813932735,10.60050709574702,0.9648167048549878,1.8026196302341135
TS0330D,TS0330A+TS0330B,racdiff,rf,temperature,79,79,32,17.847870984628862,20.4888055531312,14.648236084418985,0.9507576384086912,-13.244327737639484
TS0330D,TS0330A+TS0330B,racdiff,rf,pressure_absolute,79,79,32,106.21942509298194,118.22997892101311,102.77802942362672,-0.6396864792307306,75.97385360202532
TS0330D,TS0330A+TS0330B,racdiff,rf,pressure_shape,79,79,32,121.28374562918124,134.14485083521512,137.14470906467304,-1.110831686794965,56.765629078189725
TS0330D,TS0330A+TS0330B,racdiff,rf,fusion_absolute,79,79,32,15.476979466672727,18.33301262511348,14.870361569748953,0.9605748579991654,-3.8854453192337273
TS0330D,TS0330A+TS0330B,racdiff,rf,fusion_shape,79,79,32,17.832969597398645,19.62504568399484,19.16339696167873,0.9548220059405432,-9.599175710143111
TS0330D,TS0330E+TS0330F,real_only,huber,temperature,72,0,32,54.538553321558425,55.70149526317384,49.57691341575057,0.636052032425787,-54.538553321558425
TS0330D,TS0330E+TS0330F,real_only,huber,pressure_absolute,72,0,32,138.27622184792602,143.65589147191687,141.93136659711232,-1.4207641232071744,-136.98543541012546
TS0330D,TS0330E+TS0330F,real_only,huber,pressure_shape,72,0,32,108.23163209002186,150.89487628970318,68.67191058356354,-1.670881241345942,-92.93999647848936
TS0330D,TS0330E+TS0330F,real_only,huber,fusion_absolute,72,0,32,109.27849661523472,109.62004795919091,110.2177692485009,-0.4095664903013476,-109.27849661523472
TS0330D,TS0330E+TS0330F,real_only,huber,fusion_shape,72,0,32,47.69042913566896,50.24664889178347,48.68154438646788,0.7038445041648625,-47.69042913566896
TS0330D,TS0330E+TS0330F,real_only,rf,temperature,72,0,32,50.52095382608825,50.97801089541508,50.51291511432879,0.6951604142650019,-50.52095382608825
TS0330D,TS0330E+TS0330F,real_only,rf,pressure_absolute,72,0,32,52.18798772208128,67.4045736287305,41.66469371903722,0.467052630501042,-22.029508399129693
TS0330D,TS0330E+TS0330F,real_only,rf,pressure_shape,72,0,32,74.15974388092553,92.5049803356528,59.228202023049874,-0.003773720878081,-63.03485304379263
TS0330D,TS0330E+TS0330F,real_only,rf,fusion_absolute,72,0,32,51.30878322851105,51.77646619787081,49.55144535101445,0.6855363845765927,-51.30878322851105
TS0330D,TS0330E+TS0330F,real_only,rf,fusion_shape,72,0,32,48.84386088812817,49.28136109032442,49.6377511033744,0.7151140841371859,-48.84386088812817
TS0330D,TS0330E+TS0330F,classical_anchor_matched,huber,temperature,72,72,32,52.93742747147121,53.85363089217204,50.99765284598419,0.6597990124177726,-52.93742747147121
TS0330D,TS0330E+TS0330F,classical_anchor_matched,huber,pressure_absolute,72,72,32,196.0606255459528,209.0438978839721,222.0451478167157,-4.126023356715807,-196.0606255459528
TS0330D,TS0330E+TS0330F,classical_anchor_matched,huber,pressure_shape,72,72,32,133.4982911943984,154.88473398695982,130.82766285175833,-1.813991748367328,-112.32161714296936
TS0330D,TS0330E+TS0330F,classical_anchor_matched,huber,fusion_absolute,72,72,32,102.31864904189106,102.64635069532144,104.55750022529674,-0.2359264279583435,-102.31864904189106
TS0330D,TS0330E+TS0330F,classical_anchor_matched,huber,fusion_shape,72,72,32,41.963104699853446,43.66088848567706,42.91404586576351,0.776390253302687,-41.963104699853446
TS0330D,TS0330E+TS0330F,classical_anchor_matched,rf,temperature,72,72,32,50.6395994618381,51.20147661098735,49.45506212441515,0.6924819848009216,-50.6395994618381
TS0330D,TS0330E+TS0330F,classical_anchor_matched,rf,pressure_absolute,72,72,32,93.67507115018115,119.62868916431616,63.97036694966226,-0.6787123254852252,63.293240582474354
TS0330D,TS0330E+TS0330F,classical_anchor_matched,rf,pressure_shape,72,72,32,74.07681087616982,91.25256979414468,81.19314210878989,0.0232221596691406,-68.41242033076193
TS0330D,TS0330E+TS0330F,classical_anchor_matched,rf,fusion_absolute,72,72,32,50.56290594141733,51.25933848888089,49.14822858100345,0.6917865507969706,-50.56290594141733
TS0330D,TS0330E+TS0330F,classical_anchor_matched,rf,fusion_shape,72,72,32,48.53437967149125,48.95248653924468,48.85364013419832,0.7189037159222753,-48.53437967149125
TS0330D,TS0330E+TS0330F,racdiff,huber,temperature,72,72,32,45.26072694054282,47.67949047067487,42.64535146224537,0.7333332902150227,-45.26072694054282
TS0330D,TS0330E+TS0330F,racdiff,huber,pressure_absolute,72,72,32,76.74720637173499,86.28109111650612,83.01146414943653,0.1267535106170125,-42.98492011597751
TS0330D,TS0330E+TS0330F,racdiff,huber,pressure_shape,72,72,32,116.03090683080788,139.41839755895512,109.74038384175762,-1.2800573175400412,-109.36113705803558
TS0330D,TS0330E+TS0330F,racdiff,huber,fusion_absolute,72,72,32,84.17681003758103,85.97853377502632,86.35553600996295,0.1328671072874259,-84.17681003758103
TS0330D,TS0330E+TS0330F,racdiff,huber,fusion_shape,72,72,32,42.92588845278061,48.44149157966863,42.725302070846624,0.7247415844841516,-42.92588845278061
TS0330D,TS0330E+TS0330F,racdiff,rf,temperature,72,72,32,53.56701741515974,54.4077711288979,52.31906280382313,0.652761828133331,-53.56701741515974
TS0330D,TS0330E+TS0330F,racdiff,rf,pressure_absolute,72,72,32,87.92013803176333,107.39538736256785,79.71722497796762,-0.3529347408203231,36.89709338732728
TS0330D,TS0330E+TS0330F,racdiff,rf,pressure_shape,72,72,32,81.95649889007188,99.48850407603794,83.31781803311819,-0.161051256495909,-70.34769302711908
TS0330D,TS0330E+TS0330F,racdiff,rf,fusion_absolute,72,72,32,54.02312877682326,55.05244834260821,51.60564362744003,0.6444842321371945,-54.02312877682326
TS0330D,TS0330E+TS0330F,racdiff,rf,fusion_shape,72,72,32,50.81179740319927,51.371921657318126,50.91087292384664,0.6904311781417576,-50.81179740319927
TS0330D,TS0330G+TS0330H,real_only,huber,temperature,64,0,32,42.02028745160925,49.37903258629797,41.9927162962184,0.7139837254539239,-41.97862595929725
TS0330D,TS0330G+TS0330H,real_only,huber,pressure_absolute,64,0,32,776.4432209658164,777.9450779771571,770.21161008333,-69.99102814057177,776.4432209658164
TS0330D,TS0330G+TS0330H,real_only,huber,pressure_shape,64,0,32,100.67184251367097,123.37353098767444,82.55705527520792,-0.7854577604307875,-45.28502376107221
TS0330D,TS0330G+TS0330H,real_only,huber,fusion_absolute,64,0,32,679.9676963015653,680.1455082550316,681.7439014636471,-53.263682098333895,679.9676963015653
TS0330D,TS0330G+TS0330H,real_only,huber,fusion_shape,64,0,32,77.07976315134687,81.4060306042543,73.83062270307448,0.2226461587968526,-77.07976315134687
TS0330D,TS0330G+TS0330H,real_only,rf,temperature,64,0,32,43.54636258313965,47.85920695106976,43.35461706244728,0.7313192283256833,-43.54636258313965
