heldout,train_fraction,method,modality,n_real_train,n_aug,n_test,test_positive,auroc,auprc,f1,balanced_accuracy
M2,0.25,real_only,temperature,75,0,84,42,1.0,1.0,0.9879518072289156,0.9880952380952381
M2,0.25,real_only,force,75,0,84,42,0.19331065759637187,0.39232988611358455,0.0,0.5
M2,0.25,real_only,fusion,75,0,84,42,1.0,1.0,0.8493150684931506,0.8690476190476191
M2,0.25,classical,temperature,75,140,84,42,1.0,1.0,1.0,1.0
M2,0.25,classical,force,75,140,84,42,0.25736961451247165,0.4286722510381864,0.09090909090909091,0.5238095238095238
M2,0.25,classical,fusion,75,140,84,42,1.0,1.0,0.8493150684931506,0.8690476190476191
M2,0.25,racdiff,temperature,75,140,84,42,1.0,1.0,0.95,0.9523809523809523
M2,0.25,racdiff,force,75,140,84,42,0.17630385487528344,0.3881561889255085,0.0,0.5
M2,0.25,racdiff,fusion,75,140,84,42,0.9892290249433107,0.9893377580184196,0.6666666666666666,0.75
