group,n_real,n_synthetic,feature_smd_mean,feature_smd_max,feature_range_coverage,real_real_nn_median,synthetic_real_nn_median,nn_ratio,mmd2,mmd_sigma
overall,215,214,0.6028517708144153,1.232636699882753,0.9834890965732087,0.015048098953740565,0.04678659243441854,3.109136415054515,0.1878269352602555,3.035617417007182
age0_stage0,35,60,0.23275814266426806,1.4070138677831572,0.9622222222222222,0.032416878809674476,0.046760484104691635,1.4424733602278965,0.00841581175929318,3.340878299187707
age0_stage1,2,25,0.5918238722564131,2.9890896093616464,0.2,0.6780693502118393,0.06266956214780413,0.09242352884439503,0.0023085338957058443,5.424554801694715
age0_stage2,61,22,0.6730644417175039,2.6027186119281587,0.8909090909090909,0.003462054059341209,0.02828675072797852,8.170510986579215,0.09623447337876079,0.5698995983379768
age1_stage0,40,58,0.18406826986317296,0.665898740219355,0.9287356321839081,0.03103389040872632,0.054419074530980716,1.7535369821270874,0.01012875682938641,3.8369133052026547
age1_stage1,2,35,0.5879276409142187,2.6044670769146503,0.2742857142857143,0.5245680050151447,0.05987013113121864,0.11413225846568767,0.1504303022994109,2.9674047483176627
age1_stage2,75,14,0.37402444467189905,3.2170808433622575,0.9666666666666667,0.01329943187943977,0.015866560027876626,1.1930253992582573,0.01863031335255083,0.6518557050228972
