group,n_real,n_synthetic,feature_smd_mean,feature_smd_max,feature_range_coverage,real_real_nn_median,synthetic_real_nn_median,nn_ratio,mmd2,mmd_sigma
overall,215,202,0.573181669873293,1.1037914833627063,0.9831683168316832,0.015048098953740565,0.03492952248093247,2.321191705896505,0.17667387675557056,3.035617417007182
age0_stage0,35,55,0.21001760933460684,0.9723608600869826,0.9721212121212122,0.032416878809674476,0.03487662815611757,1.0758786606472739,0.009953458305292706,3.340878299187707
age0_stage1,2,23,0.4361595345466581,1.7256760506315496,0.22608695652173913,0.6780693502118393,0.04500561023466845,0.06637316702282445,0.0037906048312423835,5.424554801694715
age0_stage2,61,26,0.6060815294736535,2.8756141150352077,0.8692307692307693,0.003462054059341209,0.021611080438446117,6.242271226278445,0.07589722399747978,0.5698995983379768
age1_stage0,40,59,0.15687182180864426,0.44168724778792323,0.9389830508474576,0.03103389040872632,0.03526248655065593,1.1362573652944454,0.006112021374767407,3.8369133052026547
age1_stage1,2,29,0.5874358564437171,2.2870246398037875,0.28735632183908044,0.5245680050151447,0.03899741433811529,0.07434196131917996,0.1947615781766101,4.1965440401211564
age1_stage2,75,10,0.4451819881296236,3.615601413603016,0.9533333333333334,0.01329943187943977,0.015598465693478048,1.172867069426662,0.10356668754702636,0.6518557050228972
