heldout,train_experiments,method,representation,n_real_train_windows,n_aug,n_aug_positive,n_aug_negative,n_test_windows,test_positive,auroc,auprc,f1,balanced_accuracy
TS0330E,TS0330B+TS0330C,classical_classmatched,fusion_shape,74,10,0,10,39,16,0.9293478260869564,0.907418594047851,0.7647058823529411,0.7975543478260869
TS0330E,TS0330B+TS0330C,racdiff,temperature,74,10,0,10,39,16,1.0,1.0,0.9696969696969696,0.9782608695652174
TS0330E,TS0330B+TS0330C,racdiff,pressure_absolute,74,10,0,10,39,16,0.7038043478260869,0.679089877907936,0.0,0.5
TS0330E,TS0330B+TS0330C,racdiff,pressure_shape,74,10,0,10,39,16,0.2228260869565217,0.3889223909114498,0.2564102564102564,0.264945652173913
TS0330E,TS0330B+TS0330C,racdiff,fusion_absolute,74,10,0,10,39,16,1.0,1.0,0.4,0.625
TS0330E,TS0330B+TS0330C,racdiff,fusion_shape,74,10,0,10,39,16,0.9239130434782608,0.9003673119965689,0.8,0.8288043478260869
TS0330E,TS0330F+TS0330G,real_only,temperature,64,0,0,0,39,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,TS0330F+TS0330G,real_only,pressure_absolute,64,0,0,0,39,16,0.9293478260869564,0.8840505950340509,0.7441860465116279,0.7608695652173914
TS0330E,TS0330F+TS0330G,real_only,pressure_shape,64,0,0,0,39,16,0.2581521739130435,0.3634355439258623,0.425531914893617,0.3559782608695652
TS0330E,TS0330F+TS0330G,real_only,fusion_absolute,64,0,0,0,39,16,1.0,1.0,0.8,0.8260869565217391
TS0330E,TS0330F+TS0330G,real_only,fusion_shape,64,0,0,0,39,16,1.0,1.0,0.8205128205128205,0.8478260869565217
TS0330E,TS0330F+TS0330G,classical_classmatched,temperature,64,31,1,30,39,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,TS0330F+TS0330G,classical_classmatched,pressure_absolute,64,31,1,30,39,16,0.2418478260869565,0.2997723212020067,0.5818181818181818,0.5
TS0330E,TS0330F+TS0330G,classical_classmatched,pressure_shape,64,31,1,30,39,16,0.4293478260869565,0.538468173623334,0.5,0.40625
TS0330E,TS0330F+TS0330G,classical_classmatched,fusion_absolute,64,31,1,30,39,16,1.0,1.0,0.8,0.8260869565217391
TS0330E,TS0330F+TS0330G,classical_classmatched,fusion_shape,64,31,1,30,39,16,1.0,1.0,0.8205128205128205,0.8478260869565217
TS0330E,TS0330F+TS0330G,racdiff,temperature,64,31,1,30,39,16,1.0,1.0,0.8421052631578947,0.8695652173913043
TS0330E,TS0330F+TS0330G,racdiff,pressure_absolute,64,31,1,30,39,16,0.2309782608695652,0.2964368306995755,0.5818181818181818,0.5
TS0330E,TS0330F+TS0330G,racdiff,pressure_shape,64,31,1,30,39,16,0.4402173913043478,0.5550088201589748,0.5,0.40625
TS0330E,TS0330F+TS0330G,racdiff,fusion_absolute,64,31,1,30,39,16,1.0,1.0,0.7619047619047619,0.7826086956521738
TS0330E,TS0330F+TS0330G,racdiff,fusion_shape,64,31,1,30,39,16,1.0,1.0,0.8205128205128205,0.8478260869565217
TS0330E,TS0330H+TS0330A,real_only,temperature,74,0,0,0,39,16,1.0,1.0,0.8421052631578947,0.8695652173913043
TS0330E,TS0330H+TS0330A,real_only,pressure_absolute,74,0,0,0,39,16,0.9673913043478262,0.9616815476190476,0.7619047619047619,0.7826086956521738
TS0330E,TS0330H+TS0330A,real_only,pressure_shape,74,0,0,0,39,16,0.845108695652174,0.8841428018575852,0.72,0.78125
TS0330E,TS0330H+TS0330A,real_only,fusion_absolute,74,0,0,0,39,16,0.9972826086956522,0.9963235294117648,0.9411764705882352,0.9565217391304348
TS0330E,TS0330H+TS0330A,real_only,fusion_shape,74,0,0,0,39,16,0.9483695652173914,0.9525240384615384,0.8484848484848485,0.8722826086956521
TS0330E,TS0330H+TS0330A,classical_classmatched,temperature,74,12,1,11,39,16,1.0,1.0,0.8421052631578947,0.8695652173913043
TS0330E,TS0330H+TS0330A,classical_classmatched,pressure_absolute,74,12,1,11,39,16,0.2146739130434782,0.2930264943497248,0.2857142857142857,0.3519021739130434
TS0330E,TS0330H+TS0330A,classical_classmatched,pressure_shape,74,12,1,11,39,16,0.8233695652173915,0.8713417364733155,0.8148148148148148,0.84375
TS0330E,TS0330H+TS0330A,classical_classmatched,fusion_absolute,74,12,1,11,39,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,TS0330H+TS0330A,classical_classmatched,fusion_shape,74,12,1,11,39,16,0.940217391304348,0.945610119047619,0.8484848484848485,0.8722826086956521
TS0330E,TS0330H+TS0330A,racdiff,temperature,74,12,1,11,39,16,1.0,1.0,0.8421052631578947,0.8695652173913043
TS0330E,TS0330H+TS0330A,racdiff,pressure_absolute,74,12,1,11,39,16,0.2038043478260869,0.2899726489991516,0.4705882352941176,0.375
TS0330E,TS0330H+TS0330A,racdiff,pressure_shape,74,12,1,11,39,16,0.8206521739130436,0.8597939158794422,0.7142857142857143,0.7690217391304348
TS0330E,TS0330H+TS0330A,racdiff,fusion_absolute,74,12,1,11,39,16,1.0,1.0,0.8421052631578947,0.8695652173913043
TS0330E,TS0330H+TS0330A,racdiff,fusion_shape,74,12,1,11,39,16,0.9483695652173914,0.9525240384615384,0.8484848484848485,0.8722826086956521
TS0330F,TS0330A+TS0330B,real_only,temperature,82,0,0,0,33,11,1.0,1.0,0.9523809523809524,0.9545454545454546
TS0330F,TS0330A+TS0330B,real_only,pressure_absolute,82,0,0,0,33,11,0.7975206611570248,0.7425860104807473,0.5365853658536586,0.5681818181818181
TS0330F,TS0330A+TS0330B,real_only,pressure_shape,82,0,0,0,33,11,0.7024793388429753,0.6523809125483767,0.4444444444444444,0.6136363636363636
TS0330F,TS0330A+TS0330B,real_only,fusion_absolute,82,0,0,0,33,11,0.9958677685950412,0.9924242424242424,0.625,0.7272727272727273
TS0330F,TS0330A+TS0330B,real_only,fusion_shape,82,0,0,0,33,11,0.8884297520661157,0.8875869080414535,0.8,0.8409090909090909
TS0330F,TS0330A+TS0330B,classical_classmatched,temperature,82,33,11,22,33,11,1.0,1.0,0.9523809523809524,0.9545454545454546
TS0330F,TS0330A+TS0330B,classical_classmatched,pressure_absolute,82,33,11,22,33,11,0.5537190082644629,0.6321773739793762,0.5,0.5
TS0330F,TS0330A+TS0330B,classical_classmatched,pressure_shape,82,33,11,22,33,11,0.3471074380165289,0.3096148361328271,0.3157894736842105,0.5227272727272727
TS0330F,TS0330A+TS0330B,classical_classmatched,fusion_absolute,82,33,11,22,33,11,1.0,1.0,0.0,0.5
TS0330F,TS0330A+TS0330B,classical_classmatched,fusion_shape,82,33,11,22,33,11,0.9132231404958676,0.9004208754208755,0.8,0.8409090909090909
TS0330F,TS0330A+TS0330B,racdiff,temperature,82,33,11,22,33,11,1.0,1.0,1.0,1.0
TS0330F,TS0330A+TS0330B,racdiff,pressure_absolute,82,33,11,22,33,11,0.4214876033057851,0.5253195018374929,0.4285714285714285,0.6363636363636364
TS0330F,TS0330A+TS0330B,racdiff,pressure_shape,82,33,11,22,33,11,0.4338842975206611,0.3473676155494337,0.3,0.5
TS0330F,TS0330A+TS0330B,racdiff,fusion_absolute,82,33,11,22,33,11,1.0,1.0,0.0,0.5
TS0330F,TS0330A+TS0330B,racdiff,fusion_shape,82,33,11,22,33,11,0.9214876033057852,0.8972838777384232,0.8,0.8409090909090909
TS0330F,TS0330C+TS0330D,real_only,temperature,65,0,0,0,33,11,1.0,1.0,0.9523809523809524,0.9545454545454546
TS0330F,TS0330C+TS0330D,real_only,pressure_absolute,65,0,0,0,33,11,1.0,1.0,0.5,0.5
TS0330F,TS0330C+TS0330D,real_only,pressure_shape,65,0,0,0,33,11,0.9462809917355371,0.9170375079465988,0.7777777777777778,0.8181818181818181
TS0330F,TS0330C+TS0330D,real_only,fusion_absolute,65,0,0,0,33,11,1.0,1.0,0.8461538461538461,0.9090909090909092
TS0330F,TS0330C+TS0330D,real_only,fusion_shape,65,0,0,0,33,11,0.9958677685950412,0.9924242424242424,0.9523809523809524,0.9545454545454546
TS0330F,TS0330C+TS0330D,classical_classmatched,temperature,65,0,0,0,33,11,1.0,1.0,0.9523809523809524,0.9545454545454546
TS0330F,TS0330C+TS0330D,classical_classmatched,pressure_absolute,65,0,0,0,33,11,1.0,1.0,0.5,0.5
TS0330F,TS0330C+TS0330D,classical_classmatched,pressure_shape,65,0,0,0,33,11,0.9462809917355371,0.9170375079465988,0.7777777777777778,0.8181818181818181
TS0330F,TS0330C+TS0330D,classical_classmatched,fusion_absolute,65,0,0,0,33,11,1.0,1.0,0.8461538461538461,0.9090909090909092
TS0330F,TS0330C+TS0330D,classical_classmatched,fusion_shape,65,0,0,0,33,11,0.9958677685950412,0.9924242424242424,0.9523809523809524,0.9545454545454546
TS0330F,TS0330C+TS0330D,racdiff,temperature,65,0,0,0,33,11,1.0,1.0,0.9523809523809524,0.9545454545454546
TS0330F,TS0330C+TS0330D,racdiff,pressure_absolute,65,0,0,0,33,11,1.0,1.0,0.5,0.5
TS0330F,TS0330C+TS0330D,racdiff,pressure_shape,65,0,0,0,33,11,0.9462809917355371,0.9170375079465988,0.7777777777777778,0.8181818181818181
TS0330F,TS0330C+TS0330D,racdiff,fusion_absolute,65,0,0,0,33,11,1.0,1.0,0.8461538461538461,0.9090909090909092
TS0330F,TS0330C+TS0330D,racdiff,fusion_shape,65,0,0,0,33,11,0.9958677685950412,0.9924242424242424,0.9523809523809524,0.9545454545454546
TS0330F,TS0330G+TS0330H,real_only,temperature,64,0,0,0,33,11,1.0,1.0,0.88,0.931818181818182
TS0330F,TS0330G+TS0330H,real_only,pressure_absolute,64,0,0,0,33,11,0.5082644628099173,0.6222001719081808,0.35,0.3181818181818182
TS0330F,TS0330G+TS0330H,real_only,pressure_shape,64,0,0,0,33,11,0.4421487603305785,0.319140050539572,0.0,0.4545454545454545
TS0330F,TS0330G+TS0330H,real_only,fusion_absolute,64,0,0,0,33,11,0.8801652892561984,0.8293495505182812,0.1666666666666666,0.5454545454545454
TS0330F,TS0330G+TS0330H,real_only,fusion_shape,64,0,0,0,33,11,0.9421487603305784,0.8819004228095138,0.8148148148148148,0.8863636363636364
TS0330F,TS0330G+TS0330H,classical_classmatched,temperature,64,64,26,38,33,11,1.0,1.0,0.88,0.931818181818182
TS0330F,TS0330G+TS0330H,classical_classmatched,pressure_absolute,64,64,26,38,33,11,0.4834710743801652,0.5295594792674881,0.3902439024390244,0.3636363636363636
TS0330F,TS0330G+TS0330H,classical_classmatched,pressure_shape,64,64,26,38,33,11,0.1776859504132231,0.2293817529533982,0.0,0.25
TS0330F,TS0330G+TS0330H,classical_classmatched,fusion_absolute,64,64,26,38,33,11,0.8512396694214875,0.8046332408561511,0.5333333333333333,0.6818181818181819
TS0330F,TS0330G+TS0330H,classical_classmatched,fusion_shape,64,64,26,38,33,11,0.8801652892561983,0.8244578653669563,0.782608695652174,0.8409090909090909
TS0330F,TS0330G+TS0330H,racdiff,temperature,64,64,26,38,33,11,1.0,1.0,0.88,0.931818181818182
TS0330F,TS0330G+TS0330H,racdiff,pressure_absolute,64,64,26,38,33,11,0.4504132231404958,0.4737153234233323,0.3902439024390244,0.3636363636363636
TS0330F,TS0330G+TS0330H,racdiff,pressure_shape,64,64,26,38,33,11,0.4834710743801653,0.4686439599012912,0.3870967741935484,0.4545454545454545
TS0330F,TS0330G+TS0330H,racdiff,fusion_absolute,64,64,26,38,33,11,0.8719008264462809,0.8237470862470863,0.4285714285714285,0.6363636363636364
TS0330F,TS0330G+TS0330H,racdiff,fusion_shape,64,64,26,38,33,11,0.9958677685950412,0.9924242424242424,0.8461538461538461,0.9090909090909092
TS0330G,TS0330B+TS0330C,real_only,temperature,74,0,0,0,31,7,0.7142857142857143,0.7751152073732719,0.7692307692307693,0.8363095238095238
TS0330G,TS0330B+TS0330C,real_only,pressure_absolute,74,0,0,0,31,7,1.0,0.9999999999999998,0.0,0.5
TS0330G,TS0330B+TS0330C,real_only,pressure_shape,74,0,0,0,31,7,0.494047619047619,0.2865052382509068,0.25,0.4970238095238095
TS0330G,TS0330B+TS0330C,real_only,fusion_absolute,74,0,0,0,31,7,0.7738095238095238,0.787032967032967,0.0,0.5
TS0330G,TS0330B+TS0330C,real_only,fusion_shape,74,0,0,0,31,7,0.6726190476190476,0.6282898105478751,0.4,0.6220238095238095
TS0330G,TS0330B+TS0330C,classical_classmatched,temperature,74,51,2,49,31,7,0.7142857142857143,0.7751152073732719,0.7692307692307693,0.8363095238095238
TS0330G,TS0330B+TS0330C,classical_classmatched,pressure_absolute,74,51,2,49,31,7,0.5773809523809523,0.27108189429618,0.3684210526315789,0.5
TS0330G,TS0330B+TS0330C,classical_classmatched,pressure_shape,74,51,2,49,31,7,0.5238095238095237,0.2505545248402391,0.2727272727272727,0.4642857142857143
TS0330G,TS0330B+TS0330C,classical_classmatched,fusion_absolute,74,51,2,49,31,7,0.7142857142857143,0.7751152073732719,0.7142857142857143,0.8154761904761905
TS0330G,TS0330B+TS0330C,classical_classmatched,fusion_shape,74,51,2,49,31,7,0.6964285714285715,0.7057274522712311,0.5454545454545454,0.6934523809523809
TS0330G,TS0330B+TS0330C,racdiff,temperature,74,51,2,49,31,7,1.0,0.9999999999999998,0.9333333333333332,0.9791666666666669
TS0330G,TS0330B+TS0330C,racdiff,pressure_absolute,74,51,2,49,31,7,0.3273809523809524,0.1864693777528613,0.0,0.5
TS0330G,TS0330B+TS0330C,racdiff,pressure_shape,74,51,2,49,31,7,0.7023809523809523,0.3457613814756672,0.4615384615384615,0.6577380952380952
TS0330G,TS0330B+TS0330C,racdiff,fusion_absolute,74,51,2,49,31,7,1.0,0.9999999999999998,0.4444444444444444,0.6428571428571428
TS0330G,TS0330B+TS0330C,racdiff,fusion_shape,74,51,2,49,31,7,0.9821428571428572,0.947845804988662,0.7692307692307693,0.8363095238095238
TS0330G,TS0330D+TS0330E,real_only,temperature,71,0,0,0,31,7,0.7142857142857143,0.7751152073732719,0.7142857142857143,0.8154761904761905
TS0330G,TS0330D+TS0330E,real_only,pressure_absolute,71,0,0,0,31,7,0.9464285714285714,0.8843537414965985,0.6086956521739131,0.8125
TS0330G,TS0330D+TS0330E,real_only,pressure_shape,71,0,0,0,31,7,0.6785714285714286,0.3716117216117217,0.4137931034482758,0.5952380952380952
TS0330G,TS0330D+TS0330E,real_only,fusion_absolute,71,0,0,0,31,7,0.7142857142857143,0.7751152073732719,0.303030303030303,0.4196428571428571
TS0330G,TS0330D+TS0330E,real_only,fusion_shape,71,0,0,0,31,7,0.7023809523809523,0.7342988808426596,0.5263157894736842,0.7113095238095238
TS0330G,TS0330D+TS0330E,classical_classmatched,temperature,71,28,4,24,31,7,0.7142857142857143,0.7751152073732719,0.7142857142857143,0.8154761904761905
TS0330G,TS0330D+TS0330E,classical_classmatched,pressure_absolute,71,28,4,24,31,7,0.4583333333333333,0.2215029331570684,0.3684210526315789,0.5
TS0330G,TS0330D+TS0330E,classical_classmatched,pressure_shape,71,28,4,24,31,7,0.7142857142857143,0.3550584336298622,0.3888888888888889,0.5416666666666666
TS0330G,TS0330D+TS0330E,classical_classmatched,fusion_absolute,71,28,4,24,31,7,0.7142857142857143,0.7751152073732719,0.2941176470588235,0.3988095238095238
TS0330G,TS0330D+TS0330E,classical_classmatched,fusion_shape,71,28,4,24,31,7,0.7857142857142857,0.752430426716141,0.5263157894736842,0.7113095238095238
TS0330G,TS0330D+TS0330E,racdiff,temperature,71,28,4,24,31,7,1.0,0.9999999999999998,0.7777777777777778,0.9166666666666669
TS0330G,TS0330D+TS0330E,racdiff,pressure_absolute,71,28,4,24,31,7,0.5654761904761905,0.2677438574497398,0.3684210526315789,0.5
TS0330G,TS0330D+TS0330E,racdiff,pressure_shape,71,28,4,24,31,7,0.75,0.3983974358974359,0.4242424242424242,0.6041666666666666
TS0330G,TS0330D+TS0330E,racdiff,fusion_absolute,71,28,4,24,31,7,1.0,0.9999999999999998,0.5384615384615384,0.75
TS0330G,TS0330D+TS0330E,racdiff,fusion_shape,71,28,4,24,31,7,0.9702380952380952,0.9087301587301586,0.6363636363636364,0.8333333333333333
TS0330G,TS0330H+TS0330A,real_only,temperature,74,0,0,0,31,7,0.9047619047619048,0.8421768707482993,0.5555555555555556,0.7321428571428572
TS0330G,TS0330H+TS0330A,real_only,pressure_absolute,74,0,0,0,31,7,0.9285714285714286,0.8802521008403361,0.5833333333333334,0.7916666666666667
TS0330G,TS0330H+TS0330A,real_only,pressure_shape,74,0,0,0,31,7,0.4642857142857143,0.2228708149926637,0.4137931034482758,0.5952380952380952
TS0330G,TS0330H+TS0330A,real_only,fusion_absolute,74,0,0,0,31,7,0.75,0.782258064516129,0.3529411764705882,0.4910714285714285
TS0330G,TS0330H+TS0330A,real_only,fusion_shape,74,0,0,0,31,7,0.8988095238095238,0.8380102040816326,0.5714285714285714,0.7619047619047619
TS0330G,TS0330H+TS0330A,classical_classmatched,temperature,74,11,0,11,31,7,0.7142857142857143,0.7751152073732719,0.5555555555555556,0.7321428571428572
TS0330G,TS0330H+TS0330A,classical_classmatched,pressure_absolute,74,11,0,11,31,7,0.4880952380952381,0.2290764790764791,0.3684210526315789,0.5
TS0330G,TS0330H+TS0330A,classical_classmatched,pressure_shape,74,11,0,11,31,7,0.4107142857142857,0.2048923376939068,0.3870967741935484,0.5535714285714286
TS0330G,TS0330H+TS0330A,classical_classmatched,fusion_absolute,74,11,0,11,31,7,0.8988095238095238,0.8380102040816326,0.56,0.7708333333333333
TS0330G,TS0330H+TS0330A,classical_classmatched,fusion_shape,74,11,0,11,31,7,0.9047619047619048,0.823076923076923,0.6086956521739131,0.8125
TS0330G,TS0330H+TS0330A,racdiff,temperature,74,11,0,11,31,7,0.9642857142857144,0.9095238095238094,0.6666666666666666,0.8541666666666667
TS0330G,TS0330H+TS0330A,racdiff,pressure_absolute,74,11,0,11,31,7,0.5238095238095238,0.2408730158730158,0.3684210526315789,0.5
TS0330G,TS0330H+TS0330A,racdiff,pressure_shape,74,11,0,11,31,7,0.4345238095238095,0.2134045397775374,0.375,0.5327380952380952
TS0330G,TS0330H+TS0330A,racdiff,fusion_absolute,74,11,0,11,31,7,1.0,0.9999999999999998,0.6086956521739131,0.8125
TS0330G,TS0330H+TS0330A,racdiff,fusion_shape,74,11,0,11,31,7,0.9702380952380952,0.927643784786642,0.6086956521739131,0.8125
TS0330H,TS0330A+TS0330B,real_only,temperature,82,0,0,0,33,15,1.0,1.0,0.75,0.8
TS0330H,TS0330A+TS0330B,real_only,pressure_absolute,82,0,0,0,33,15,0.9703703703703704,0.9717460317460316,0.8333333333333334,0.8333333333333333
TS0330H,TS0330A+TS0330B,real_only,pressure_shape,82,0,0,0,33,15,0.5074074074074075,0.4551808555158004,0.0,0.5
TS0330H,TS0330A+TS0330B,real_only,fusion_absolute,82,0,0,0,33,15,1.0,1.0,0.0,0.5
TS0330H,TS0330A+TS0330B,real_only,fusion_shape,82,0,0,0,33,15,0.9481481481481482,0.94995596995597,0.8,0.8333333333333333
TS0330H,TS0330A+TS0330B,classical_classmatched,temperature,82,82,41,41,33,15,1.0,1.0,0.8,0.8333333333333333
TS0330H,TS0330A+TS0330B,classical_classmatched,pressure_absolute,82,82,41,41,33,15,0.237037037037037,0.3378927525107136,0.1333333333333333,0.2055555555555555
TS0330H,TS0330A+TS0330B,classical_classmatched,pressure_shape,82,82,41,41,33,15,0.2037037037037037,0.3280379400826878,0.0,0.3888888888888889
TS0330H,TS0330A+TS0330B,classical_classmatched,fusion_absolute,82,82,41,41,33,15,1.0,1.0,0.0,0.5
TS0330H,TS0330A+TS0330B,classical_classmatched,fusion_shape,82,82,41,41,33,15,0.9444444444444444,0.943765664160401,0.2352941176470588,0.5666666666666667
TS0330H,TS0330A+TS0330B,racdiff,temperature,82,82,41,41,33,15,1.0,1.0,0.75,0.8
TS0330H,TS0330A+TS0330B,racdiff,pressure_absolute,82,82,41,41,33,15,0.2814814814814815,0.3490050796550101,0.625,0.5
TS0330H,TS0330A+TS0330B,racdiff,pressure_shape,82,82,41,41,33,15,0.2555555555555555,0.3413982702849865,0.0,0.4444444444444444
TS0330H,TS0330A+TS0330B,racdiff,fusion_absolute,82,82,41,41,33,15,1.0,1.0,0.0,0.5
TS0330H,TS0330A+TS0330B,racdiff,fusion_shape,82,82,41,41,33,15,0.8814814814814815,0.8409963038910407,0.0,0.5
TS0330H,TS0330C+TS0330D,real_only,temperature,65,0,0,0,33,15,1.0,1.0,0.75,0.8
TS0330H,TS0330C+TS0330D,real_only,pressure_absolute,65,0,0,0,33,15,0.9666666666666668,0.960014196329986,0.625,0.5
TS0330H,TS0330C+TS0330D,real_only,pressure_shape,65,0,0,0,33,15,0.762962962962963,0.7303069273721448,0.6896551724137931,0.7222222222222222
TS0330H,TS0330C+TS0330D,real_only,fusion_absolute,65,0,0,0,33,15,0.9296296296296296,0.9315566694514064,0.625,0.5
TS0330H,TS0330C+TS0330D,real_only,fusion_shape,65,0,0,0,33,15,0.9074074074074074,0.9164630103249028,0.8461538461538461,0.8666666666666667
TS0330H,TS0330C+TS0330D,classical_classmatched,temperature,65,23,6,17,33,15,1.0,1.0,0.75,0.8
TS0330H,TS0330C+TS0330D,classical_classmatched,pressure_absolute,65,23,6,17,33,15,0.4518518518518518,0.4727711892085706,0.625,0.5
TS0330H,TS0330C+TS0330D,classical_classmatched,pressure_shape,65,23,6,17,33,15,0.5296296296296297,0.5067960942874244,0.4285714285714285,0.5055555555555555
TS0330H,TS0330C+TS0330D,classical_classmatched,fusion_absolute,65,23,6,17,33,15,0.9444444444444444,0.943308434484905,0.75,0.7222222222222222
TS0330H,TS0330C+TS0330D,classical_classmatched,fusion_shape,65,23,6,17,33,15,0.9074074074074072,0.91994301994302,0.8,0.8333333333333333
TS0330H,TS0330C+TS0330D,racdiff,temperature,65,23,6,17,33,15,1.0,1.0,0.75,0.8
TS0330H,TS0330C+TS0330D,racdiff,pressure_absolute,65,23,6,17,33,15,0.5740740740740741,0.5308408813022683,0.625,0.5
TS0330H,TS0330C+TS0330D,racdiff,pressure_shape,65,23,6,17,33,15,0.688888888888889,0.6788662554335929,0.6896551724137931,0.7222222222222222
TS0330H,TS0330C+TS0330D,racdiff,fusion_absolute,65,23,6,17,33,15,0.9851851851851852,0.9844444444444445,0.8823529411764706,0.8888888888888888
TS0330H,TS0330C+TS0330D,racdiff,fusion_shape,65,23,6,17,33,15,1.0,1.0,0.8461538461538461,0.8666666666666667
TS0330H,TS0330E+TS0330F,real_only,temperature,72,0,0,0,33,15,1.0,1.0,0.8461538461538461,0.8666666666666667
TS0330H,TS0330E+TS0330F,real_only,pressure_absolute,72,0,0,0,33,15,0.9666666666666668,0.969187675070028,0.0,0.5
TS0330H,TS0330E+TS0330F,real_only,pressure_shape,72,0,0,0,33,15,0.8592592592592593,0.8255604434551803,0.8235294117647058,0.8277777777777777
TS0330H,TS0330E+TS0330F,real_only,fusion_absolute,72,0,0,0,33,15,1.0,1.0,0.9655172413793104,0.9666666666666668
TS0330H,TS0330E+TS0330F,real_only,fusion_shape,72,0,0,0,33,15,1.0,1.0,0.8888888888888888,0.9
TS0330H,TS0330E+TS0330F,classical_classmatched,temperature,72,65,29,36,33,15,1.0,1.0,0.8888888888888888,0.9
TS0330H,TS0330E+TS0330F,classical_classmatched,pressure_absolute,72,65,29,36,33,15,0.7851851851851852,0.6297861741514992,0.6896551724137931,0.7222222222222222
TS0330H,TS0330E+TS0330F,classical_classmatched,pressure_shape,72,65,29,36,33,15,0.7925925925925926,0.7566712796807695,0.7368421052631579,0.7166666666666667
TS0330H,TS0330E+TS0330F,classical_classmatched,fusion_absolute,72,65,29,36,33,15,1.0,1.0,0.9655172413793104,0.9666666666666668
TS0330H,TS0330E+TS0330F,classical_classmatched,fusion_shape,72,65,29,36,33,15,1.0,1.0,0.8461538461538461,0.8666666666666667
TS0330H,TS0330E+TS0330F,racdiff,temperature,72,65,29,36,33,15,1.0,1.0,0.8461538461538461,0.8666666666666667
TS0330H,TS0330E+TS0330F,racdiff,pressure_absolute,72,65,29,36,33,15,0.6925925925925925,0.653587803500847,0.625,0.5
TS0330H,TS0330E+TS0330F,racdiff,pressure_shape,72,65,29,36,33,15,0.8148148148148149,0.7749800961565667,0.7027027027027027,0.6833333333333333
TS0330H,TS0330E+TS0330F,racdiff,fusion_absolute,72,65,29,36,33,15,1.0,1.0,0.9285714285714286,0.9333333333333332
TS0330H,TS0330E+TS0330F,racdiff,fusion_shape,72,65,29,36,33,15,1.0,1.0,0.8461538461538461,0.8666666666666667
